pair,mode,subject,window_ms,accuracy,n_test
SAA/SFE,raw,1,4000,47.77777777777778,90
SAA/SFE,raw,2,4000,45.0,80
SAA/SFE,raw,3,4000,56.25,80
SAA/SFE,raw,4,4000,63.74999999999999,80
SAA/SFE,raw,5,4000,75.30864197530865,81
SAA/SFE,raw,6,4000,82.5,80
SAA/SFE,raw,7,4000,63.74999999999999,80
SAA/SFE,raw,8,4000,47.5,80
SAA/SFE,raw,9,4000,67.5,80
SAA/SFE,raw,10,4000,71.25,80
SAA/SFE,raw,11,4000,77.5,80
SAA/SFE,raw,12,4000,66.25,80
SAA/SFE,raw,13,4000,67.5,80
SAA/SFE,raw,14,4000,53.75,80
SAA/SFE,raw,15,4000,56.25,80
SAA/SFE,raw,16,4000,63.74999999999999,80
SAA/SFE,raw,17,4000,50.0,80
SAA/SFE,raw,18,4000,81.25,80
