pair,mode,subject,window_ms,accuracy,n_test
HOC/EPS,fbc,1,4000,53.333333333333336,90
HOC/EPS,fbc,2,4000,47.5,80
HOC/EPS,fbc,3,4000,56.25,80
HOC/EPS,fbc,4,4000,66.25,80
HOC/EPS,fbc,5,4000,53.75,80
HOC/EPS,fbc,6,4000,47.5,80
HOC/EPS,fbc,7,4000,66.25,80
HOC/EPS,fbc,8,4000,52.5,80
HOC/EPS,fbc,9,4000,60.0,80
HOC/EPS,fbc,10,4000,67.5,80
HOC/EPS,fbc,11,4000,53.75,80
HOC/EPS,fbc,12,4000,45.0,80
HOC/EPS,fbc,13,4000,41.25,80
HOC/EPS,fbc,14,4000,52.5,80
HOC/EPS,fbc,15,4000,53.75,80
HOC/EPS,fbc,16,4000,72.5,80
HOC/EPS,fbc,17,4000,50.0,80
HOC/EPS,fbc,18,4000,50.0,80
