pair,subject,window_ms,fold,accuracy,val_accuracy,best_epoch,n_test
WFE/SFE,1,800,1,61.111111111111114,61.111111111111114,9,18
WFE/SFE,1,800,2,44.44444444444444,66.66666666666667,23,18
WFE/SFE,1,800,3,38.888888888888886,66.66666666666667,4,18
WFE/SFE,1,800,4,61.111111111111114,61.111111111111114,12,18
WFE/SFE,1,800,5,22.22222222222222,72.22222222222223,2,18
WFE/SFE,1,1500,1,77.77777777777777,77.77777777777777,6,18
WFE/SFE,1,1500,2,72.22222222222223,66.66666666666667,4,18
WFE/SFE,1,1500,3,72.22222222222223,77.77777777777777,7,18
WFE/SFE,1,1500,4,72.22222222222223,77.77777777777777,6,18
WFE/SFE,1,1500,5,61.111111111111114,77.77777777777777,16,18
WFE/SFE,1,3000,1,66.66666666666667,72.22222222222223,5,18
WFE/SFE,1,3000,2,72.22222222222223,66.66666666666667,8,18
WFE/SFE,1,3000,3,83.33333333333333,66.66666666666667,9,18
WFE/SFE,1,3000,4,72.22222222222223,83.33333333333333,7,18
WFE/SFE,1,3000,5,61.111111111111114,77.77777777777777,5,18
WFE/SFE,1,4000,1,55.55555555555556,72.22222222222223,27,18
WFE/SFE,1,4000,2,61.111111111111114,72.22222222222223,1,18
WFE/SFE,1,4000,3,61.111111111111114,77.77777777777777,16,18
WFE/SFE,1,4000,4,50.0,83.33333333333333,14,18
WFE/SFE,1,4000,5,50.0,83.33333333333333,11,18
WFE/SFE,2,800,1,81.25,75.0,33,16
WFE/SFE,2,800,2,43.75,62.5,10,16
WFE/SFE,2,800,3,50.0,50.0,1,16
WFE/SFE,2,800,4,62.5,62.5,27,16
WFE/SFE,2,800,5,81.25,68.75,16,16
WFE/SFE,2,1500,1,43.75,75.0,5,16
WFE/SFE,2,1500,2,50.0,75.0,40,16
WFE/SFE,2,1500,3,37.5,81.25,5,16
WFE/SFE,2,1500,4,62.5,68.75,8,16
WFE/SFE,2,1500,5,56.25,50.0,3,16
WFE/SFE,2,3000,1,75.0,81.25,13,16
WFE/SFE,2,3000,2,50.0,68.75,14,16
