pair,mode,subject,window_ms,accuracy,n_test
SPS/SFE,fbc,1,4000,48.888888888888886,90
SPS/SFE,fbc,2,4000,43.75,80
SPS/SFE,fbc,3,4000,67.5,80
SPS/SFE,fbc,4,4000,65.0,80
SPS/SFE,fbc,5,4000,54.32098765432099,81
SPS/SFE,fbc,6,4000,62.5,80
SPS/SFE,fbc,7,4000,57.49999999999999,80
SPS/SFE,fbc,8,4000,48.75,80
SPS/SFE,fbc,9,4000,45.0,80
SPS/SFE,fbc,10,4000,55.00000000000001,80
SPS/SFE,fbc,11,4000,52.5,80
SPS/SFE,fbc,12,4000,57.49999999999999,80
SPS/SFE,fbc,13,4000,62.5,80
SPS/SFE,fbc,14,4000,43.75,80
SPS/SFE,fbc,15,4000,55.00000000000001,80
SPS/SFE,fbc,16,4000,51.24999999999999,80
SPS/SFE,fbc,17,4000,51.24999999999999,80
SPS/SFE,fbc,18,4000,70.0,80
