pair,mode,subject,window_ms,accuracy,n_test
WAA/EFE,raw,1,4000,68.88888888888889,90
WAA/EFE,raw,2,4000,55.00000000000001,80
WAA/EFE,raw,3,4000,53.75,80
WAA/EFE,raw,4,4000,75.0,80
WAA/EFE,raw,5,4000,47.5,80
WAA/EFE,raw,6,4000,50.0,80
WAA/EFE,raw,7,4000,57.49999999999999,80
WAA/EFE,raw,8,4000,66.25,80
WAA/EFE,raw,9,4000,62.5,80
WAA/EFE,raw,10,4000,52.5,80
WAA/EFE,raw,11,4000,48.75,80
WAA/EFE,raw,12,4000,43.75,80
WAA/EFE,raw,13,4000,53.75,80
WAA/EFE,raw,14,4000,66.25,80
WAA/EFE,raw,15,4000,50.0,80
WAA/EFE,raw,16,4000,57.49999999999999,80
WAA/EFE,raw,17,4000,66.25,80
WAA/EFE,raw,18,4000,67.5,80
