pair,subject,window_ms,fold,accuracy,val_accuracy,n_test
SPS/SAA,1,800,1,50.0,55.55555555555556,18
SPS/SAA,1,800,2,61.111111111111114,61.111111111111114,18
SPS/SAA,1,800,3,44.44444444444444,72.22222222222223,18
SPS/SAA,1,800,4,55.55555555555556,55.55555555555556,18
SPS/SAA,1,800,5,55.55555555555556,61.111111111111114,18
SPS/SAA,1,1500,1,50.0,72.22222222222223,18
SPS/SAA,1,1500,2,61.111111111111114,72.22222222222223,18
SPS/SAA,1,1500,3,16.666666666666668,66.66666666666667,18
SPS/SAA,1,1500,4,50.0,66.66666666666667,18
SPS/SAA,1,1500,5,66.66666666666667,66.66666666666667,18
SPS/SAA,1,3000,1,61.111111111111114,66.66666666666667,18
SPS/SAA,1,3000,2,66.66666666666667,61.111111111111114,18
SPS/SAA,1,3000,3,44.44444444444444,72.22222222222223,18
SPS/SAA,1,3000,4,38.888888888888886,77.77777777777777,18
SPS/SAA,1,3000,5,66.66666666666667,66.66666666666667,18
SPS/SAA,1,4000,1,38.888888888888886,66.66666666666667,18
SPS/SAA,1,4000,2,55.55555555555556,66.66666666666667,18
SPS/SAA,1,4000,3,33.333333333333336,77.77777777777777,18
SPS/SAA,1,4000,4,33.333333333333336,72.22222222222223,18
SPS/SAA,1,4000,5,66.66666666666667,66.66666666666667,18
SPS/SAA,2,800,1,50.0,62.5,16
SPS/SAA,2,800,2,31.25,62.5,16
SPS/SAA,2,800,3,56.25,56.25,16
SPS/SAA,2,800,4,43.75,56.25,16
SPS/SAA,2,800,5,50.0,62.5,16
SPS/SAA,2,1500,1,43.75,75.0,16
SPS/SAA,2,1500,2,50.0,93.75,16
SPS/SAA,2,1500,3,50.0,87.5,16
SPS/SAA,2,1500,4,62.5,75.0,16
SPS/SAA,2,1500,5,50.0,43.75,16
SPS/SAA,2,3000,1,50.0,81.25,16
SPS/SAA,2,3000,2,37.5,87.5,16
SPS/SAA,2,3000,3,56.25,62.5,16
SPS/SAA,2,3000,4,56.25,75.0,16
SPS/SAA,2,3000,5,56.25,50.0,16
SPS/SAA,2,4000,1,50.0,81.25,16
SPS/SAA,2,4000,2,37.5,87.5,16
SPS/SAA,2,4000,3,50.0,62.5,16
SPS/SAA,2,4000,4,50.0,68.75,16
SPS/SAA,2,4000,5,68.75,62.5,16
SPS/SAA,3,800,1,50.0,68.75,16
SPS/SAA,3,800,2,75.0,75.0,16
SPS/SAA,3,800,3,56.25,81.25,16
SPS/SAA,3,800,4,43.75,62.5,16
SPS/SAA,3,800,5,43.75,75.0,16
SPS/SAA,3,1500,1,56.25,75.0,16
SPS/SAA,3,1500,2,56.25,75.0,16
SPS/SAA,3,1500,3,50.0,68.75,16
SPS/SAA,3,1500,4,68.75,68.75,16
SPS/SAA,3,1500,5,62.5,75.0,16
SPS/SAA,3,3000,1,62.5,87.5,16
SPS/SAA,3,3000,2,56.25,75.0,16
SPS/SAA,3,3000,3,87.5,81.25,16
SPS/SAA,3,3000,4,75.0,68.75,16
SPS/SAA,3,3000,5,50.0,81.25,16
SPS/SAA,3,4000,1,56.25,93.75,16
SPS/SAA,3,4000,2,68.75,81.25,16
SPS/SAA,3,4000,3,81.25,81.25,16
SPS/SAA,3,4000,4,56.25,68.75,16
SPS/SAA,3,4000,5,56.25,75.0,16
