pair,mode,subject,window_ms,accuracy,n_test
HOC/EPS,raw,1,4000,60.0,90
HOC/EPS,raw,2,4000,50.0,80
HOC/EPS,raw,3,4000,73.75,80
HOC/EPS,raw,4,4000,76.25,80
HOC/EPS,raw,5,4000,56.25,80
HOC/EPS,raw,6,4000,58.75,80
HOC/EPS,raw,7,4000,58.75,80
HOC/EPS,raw,8,4000,63.74999999999999,80
HOC/EPS,raw,9,4000,58.75,80
HOC/EPS,raw,10,4000,72.5,80
HOC/EPS,raw,11,4000,57.49999999999999,80
HOC/EPS,raw,12,4000,71.25,80
HOC/EPS,raw,13,4000,58.75,80
HOC/EPS,raw,14,4000,60.0,80
HOC/EPS,raw,15,4000,68.75,80
HOC/EPS,raw,16,4000,63.74999999999999,80
HOC/EPS,raw,17,4000,58.75,80
HOC/EPS,raw,18,4000,68.75,80
