subject,800,1500,3000,4000
1,52.22222222222223,47.77777777777778,61.111111111111114,46.666666666666664
2,57.49999999999999,55.00000000000001,55.00000000000001,65.0
3,72.5,73.75,81.25,73.75
4,66.25,63.74999999999999,72.5,68.75
5,65.0,53.75,46.25,48.75
6,43.75,60.0,57.49999999999999,65.0
7,70.0,66.25,53.75,63.74999999999999
8,50.0,46.25,52.5,43.75
9,55.00000000000001,51.24999999999999,65.0,63.74999999999999
10,60.0,58.75,45.0,56.25
11,47.5,47.5,55.00000000000001,47.5
12,51.24999999999999,58.75,52.5,48.75
13,45.0,62.5,55.00000000000001,48.75
14,42.5,47.5,50.0,47.5
15,55.00000000000001,60.0,48.75,51.24999999999999
16,47.5,51.24999999999999,68.75,66.25
17,61.25000000000001,55.00000000000001,61.25000000000001,62.5
18,68.75,70.0,67.5,76.25
