pair,mode,subject,window_ms,accuracy,n_test
EPS/SPS,raw,1,4000,57.77777777777777,90
EPS/SPS,raw,2,4000,71.25,80
EPS/SPS,raw,3,4000,70.0,80
EPS/SPS,raw,4,4000,83.75,80
EPS/SPS,raw,5,4000,73.75,80
EPS/SPS,raw,6,4000,71.25,80
EPS/SPS,raw,7,4000,75.0,80
EPS/SPS,raw,8,4000,53.75,80
EPS/SPS,raw,9,4000,57.49999999999999,80
EPS/SPS,raw,10,4000,80.0,80
EPS/SPS,raw,11,4000,68.75,80
EPS/SPS,raw,12,4000,60.0,80
EPS/SPS,raw,13,4000,60.0,80
EPS/SPS,raw,14,4000,68.75,80
EPS/SPS,raw,15,4000,61.25000000000001,80
EPS/SPS,raw,16,4000,57.49999999999999,80
EPS/SPS,raw,17,4000,62.5,80
EPS/SPS,raw,18,4000,75.0,80
