pair,mode,subject,window_ms,accuracy,n_test
HOC/SAA,raw,1,4000,68.88888888888889,90
HOC/SAA,raw,2,4000,62.5,80
HOC/SAA,raw,3,4000,83.75,80
HOC/SAA,raw,4,4000,83.75,80
HOC/SAA,raw,5,4000,62.5,80
HOC/SAA,raw,6,4000,55.00000000000001,80
HOC/SAA,raw,7,4000,73.75,80
HOC/SAA,raw,8,4000,61.25000000000001,80
HOC/SAA,raw,9,4000,67.5,80
HOC/SAA,raw,10,4000,67.5,80
HOC/SAA,raw,11,4000,55.00000000000001,80
HOC/SAA,raw,12,4000,63.74999999999999,80
HOC/SAA,raw,13,4000,53.75,80
HOC/SAA,raw,14,4000,50.0,80
HOC/SAA,raw,15,4000,61.25000000000001,80
HOC/SAA,raw,16,4000,55.00000000000001,80
HOC/SAA,raw,17,4000,75.0,80
HOC/SAA,raw,18,4000,87.5,80
