pair,model,800,1500,3000,4000,avg
HOC_WFE,conformer_a,54.5139,56.3889,48.1944,51.5278,52.6562
HOC_WFE,conformer_b,50.5556,49.5833,47.1528,43.5417,47.7083
HOC_WFE,conformer_b_cwt,48.4028,46.9444,52.5694,52.6389,50.1389
WAA_SAA,conformer_a,59.7222,62.0139,63.8194,61.8056,61.8403
WAA_SAA,conformer_b,55.7639,54.9306,50.9028,55.2083,54.2014
WAA_SAA,conformer_b_cwt,55.9028,47.0139,48.2639,53.5417,51.1806
EPS_SPS,conformer_a,49.6528,66.3889,58.75,60.5556,58.8368
EPS_SPS,conformer_b,50.1389,50.1389,52.5694,53.3333,51.5451
EPS_SPS,conformer_b_cwt,48.6111,54.8611,54.7222,51.6667,52.4653
