pair,model,800,1500,3000,4000,avg
HOC_WFE,conformer_a,9.5263,1.9642,0.9821,8.446,3.7565
HOC_WFE,conformer_b,0.7857,4.1248,2.2588,14.4368,5.0087
HOC_WFE,conformer_b_cwt,4.0266,2.7499,5.2051,6.8746,3.3391
WAA_SAA,conformer_a,7.4639,5.9908,6.9729,15.1242,8.8879
WAA_SAA,conformer_b,2.8481,5.4015,7.5621,12.0797,5.5488
WAA_SAA,conformer_b_cwt,0.491,1.0803,0.6875,0.2946,0.0982
EPS_SPS,conformer_a,5.7943,1.9642,12.3744,13.3565,7.3902
EPS_SPS,conformer_b,3.3391,3.3391,5.2051,9.4281,5.3279
EPS_SPS,conformer_b_cwt,5.1069,3.732,0.3928,2.357,0.8348
