pair,subject,window_ms,fold,accuracy,val_accuracy,best_epoch,n_test
WAA/SPS,1,800,1,61.111111111111114,66.66666666666667,6,18
WAA/SPS,1,800,2,55.55555555555556,66.66666666666667,4,18
WAA/SPS,1,800,3,72.22222222222223,83.33333333333333,15,18
WAA/SPS,1,800,4,77.77777777777777,83.33333333333333,28,18
WAA/SPS,1,800,5,55.55555555555556,66.66666666666667,6,18
WAA/SPS,1,1500,1,55.55555555555556,72.22222222222223,7,18
WAA/SPS,1,1500,2,61.111111111111114,72.22222222222223,12,18
WAA/SPS,1,1500,3,61.111111111111114,77.77777777777777,8,18
WAA/SPS,1,1500,4,66.66666666666667,72.22222222222223,2,18
WAA/SPS,1,1500,5,61.111111111111114,72.22222222222223,9,18
WAA/SPS,1,3000,1,44.44444444444444,66.66666666666667,11,18
WAA/SPS,1,3000,2,55.55555555555556,83.33333333333333,12,18
WAA/SPS,1,3000,3,55.55555555555556,88.88888888888889,3,18
WAA/SPS,1,3000,4,66.66666666666667,83.33333333333333,9,18
WAA/SPS,1,3000,5,55.55555555555556,66.66666666666667,22,18
WAA/SPS,1,4000,1,50.0,66.66666666666667,9,18
WAA/SPS,1,4000,2,50.0,77.77777777777777,4,18
WAA/SPS,1,4000,3,66.66666666666667,66.66666666666667,4,18
WAA/SPS,1,4000,4,72.22222222222223,77.77777777777777,3,18
WAA/SPS,1,4000,5,55.55555555555556,77.77777777777777,19,18
WAA/SPS,2,800,1,56.25,87.5,24,16
WAA/SPS,2,800,2,56.25,62.5,3,16
WAA/SPS,2,800,3,56.25,68.75,11,16
WAA/SPS,2,800,4,81.25,62.5,8,16
WAA/SPS,2,800,5,50.0,62.5,1,16
WAA/SPS,2,1500,1,50.0,75.0,11,16
WAA/SPS,2,1500,2,62.5,68.75,11,16
WAA/SPS,2,1500,3,50.0,81.25,13,16
WAA/SPS,2,1500,4,50.0,68.75,8,16
WAA/SPS,2,1500,5,68.75,68.75,12,16
WAA/SPS,2,3000,1,50.0,75.0,10,16
WAA/SPS,2,3000,2,50.0,62.5,4,16
WAA/SPS,2,3000,3,62.5,81.25,23,16
WAA/SPS,2,3000,4,75.0,87.5,17,16
WAA/SPS,2,3000,5,68.75,75.0,11,16
WAA/SPS,2,4000,1,68.75,81.25,7,16
WAA/SPS,2,4000,2,62.5,62.5,5,16
WAA/SPS,2,4000,3,62.5,75.0,9,16
WAA/SPS,2,4000,4,75.0,87.5,19,16
WAA/SPS,2,4000,5,81.25,75.0,6,16
WAA/SPS,3,800,1,56.25,81.25,9,16
WAA/SPS,3,800,2,87.5,87.5,12,16
WAA/SPS,3,800,3,75.0,68.75,1,16
WAA/SPS,3,800,4,81.25,62.5,7,16
WAA/SPS,3,800,5,75.0,81.25,6,16
WAA/SPS,3,1500,1,62.5,68.75,5,16
WAA/SPS,3,1500,2,81.25,87.5,11,16
WAA/SPS,3,1500,3,93.75,81.25,16,16
WAA/SPS,3,1500,4,81.25,75.0,12,16
WAA/SPS,3,1500,5,81.25,81.25,15,16
WAA/SPS,3,3000,1,62.5,75.0,12,16
WAA/SPS,3,3000,2,68.75,93.75,14,16
WAA/SPS,3,3000,3,75.0,56.25,2,16
WAA/SPS,3,3000,4,56.25,75.0,12,16
WAA/SPS,3,3000,5,75.0,75.0,2,16
WAA/SPS,3,4000,1,50.0,75.0,14,16
WAA/SPS,3,4000,2,62.5,87.5,23,16
WAA/SPS,3,4000,3,93.75,62.5,9,16
WAA/SPS,3,4000,4,75.0,75.0,7,16
WAA/SPS,3,4000,5,68.75,68.75,1,16
WAA/SPS,4,800,1,81.25,100.0,4,16
WAA/SPS,4,800,2,81.25,100.0,4,16
WAA/SPS,4,800,3,93.75,93.75,10,16
WAA/SPS,4,800,4,87.5,93.75,10,16
WAA/SPS,4,800,5,100.0,93.75,11,16
WAA/SPS,4,1500,1,81.25,100.0,6,16
WAA/SPS,4,1500,2,93.75,93.75,19,16
WAA/SPS,4,1500,3,93.75,100.0,4,16
WAA/SPS,4,1500,4,100.0,100.0,4,16
WAA/SPS,4,1500,5,93.75,100.0,3,16
WAA/SPS,4,3000,1,87.5,100.0,7,16
WAA/SPS,4,3000,2,81.25,87.5,2,16
WAA/SPS,4,3000,3,81.25,100.0,20,16
WAA/SPS,4,3000,4,87.5,93.75,5,16
WAA/SPS,4,3000,5,93.75,93.75,2,16
WAA/SPS,4,4000,1,75.0,100.0,4,16
WAA/SPS,4,4000,2,81.25,87.5,2,16
WAA/SPS,4,4000,3,100.0,100.0,4,16
