pair,mode,subject,window_ms,accuracy,n_test
HOC/WAA,fbc,1,4000,51.11111111111111,90
HOC/WAA,fbc,2,4000,47.5,80
HOC/WAA,fbc,3,4000,48.75,80
HOC/WAA,fbc,4,4000,55.00000000000001,80
HOC/WAA,fbc,5,4000,53.75,80
HOC/WAA,fbc,6,4000,62.5,80
HOC/WAA,fbc,7,4000,58.75,80
HOC/WAA,fbc,8,4000,55.00000000000001,80
HOC/WAA,fbc,9,4000,53.75,80
HOC/WAA,fbc,10,4000,66.25,80
HOC/WAA,fbc,11,4000,53.75,80
HOC/WAA,fbc,12,4000,55.00000000000001,80
HOC/WAA,fbc,13,4000,56.25,80
HOC/WAA,fbc,14,4000,56.25,80
HOC/WAA,fbc,15,4000,63.74999999999999,80
HOC/WAA,fbc,16,4000,71.25,80
HOC/WAA,fbc,17,4000,51.24999999999999,80
HOC/WAA,fbc,18,4000,67.5,80
