pair,mode,subject,window_ms,accuracy,n_test
HOC/SFE,fbc,1,4000,70.0,90
HOC/SFE,fbc,2,4000,50.0,80
HOC/SFE,fbc,3,4000,81.25,80
HOC/SFE,fbc,4,4000,82.5,80
HOC/SFE,fbc,5,4000,60.49382716049383,81
HOC/SFE,fbc,6,4000,60.0,80
HOC/SFE,fbc,7,4000,61.25000000000001,80
HOC/SFE,fbc,8,4000,56.25,80
HOC/SFE,fbc,9,4000,58.75,80
HOC/SFE,fbc,10,4000,66.25,80
HOC/SFE,fbc,11,4000,57.49999999999999,80
HOC/SFE,fbc,12,4000,42.5,80
HOC/SFE,fbc,13,4000,65.0,80
HOC/SFE,fbc,14,4000,46.25,80
HOC/SFE,fbc,15,4000,48.75,80
HOC/SFE,fbc,16,4000,56.25,80
HOC/SFE,fbc,17,4000,72.5,80
HOC/SFE,fbc,18,4000,83.75,80
