pair,subject,window_ms,fold,accuracy,val_accuracy,n_test
HOC/SFE,1,800,1,72.22222222222223,66.66666666666667,18
HOC/SFE,1,800,2,55.55555555555556,61.111111111111114,18
HOC/SFE,1,800,3,55.55555555555556,61.111111111111114,18
HOC/SFE,1,800,4,50.0,77.77777777777777,18
HOC/SFE,1,800,5,55.55555555555556,72.22222222222223,18
HOC/SFE,1,1500,1,83.33333333333333,72.22222222222223,18
HOC/SFE,1,1500,2,66.66666666666667,83.33333333333333,18
HOC/SFE,1,1500,3,66.66666666666667,88.88888888888889,18
HOC/SFE,1,1500,4,50.0,88.88888888888889,18
HOC/SFE,1,1500,5,66.66666666666667,77.77777777777777,18
HOC/SFE,1,3000,1,61.111111111111114,66.66666666666667,18
HOC/SFE,1,3000,2,61.111111111111114,77.77777777777777,18
HOC/SFE,1,3000,3,77.77777777777777,83.33333333333333,18
HOC/SFE,1,3000,4,50.0,94.44444444444444,18
HOC/SFE,1,3000,5,61.111111111111114,83.33333333333333,18
HOC/SFE,1,4000,1,72.22222222222223,72.22222222222223,18
HOC/SFE,1,4000,2,61.111111111111114,88.88888888888889,18
HOC/SFE,1,4000,3,77.77777777777777,83.33333333333333,18
HOC/SFE,1,4000,4,61.111111111111114,83.33333333333333,18
HOC/SFE,1,4000,5,61.111111111111114,77.77777777777777,18
HOC/SFE,2,800,1,68.75,62.5,16
HOC/SFE,2,800,2,62.5,68.75,16
HOC/SFE,2,800,3,56.25,75.0,16
HOC/SFE,2,800,4,31.25,75.0,16
HOC/SFE,2,800,5,50.0,68.75,16
HOC/SFE,2,1500,1,62.5,68.75,16
HOC/SFE,2,1500,2,50.0,56.25,16
HOC/SFE,2,1500,3,56.25,81.25,16
HOC/SFE,2,1500,4,75.0,68.75,16
HOC/SFE,2,1500,5,43.75,50.0,16
HOC/SFE,2,3000,1,87.5,87.5,16
HOC/SFE,2,3000,2,68.75,68.75,16
HOC/SFE,2,3000,3,50.0,75.0,16
HOC/SFE,2,3000,4,62.5,87.5,16
HOC/SFE,2,3000,5,43.75,75.0,16
HOC/SFE,2,4000,1,75.0,87.5,16
HOC/SFE,2,4000,2,68.75,43.75,16
HOC/SFE,2,4000,3,56.25,81.25,16
HOC/SFE,2,4000,4,68.75,75.0,16
HOC/SFE,2,4000,5,43.75,75.0,16
HOC/SFE,3,800,1,81.25,81.25,16
HOC/SFE,3,800,2,87.5,68.75,16
HOC/SFE,3,800,3,81.25,75.0,16
HOC/SFE,3,800,4,81.25,100.0,16
HOC/SFE,3,800,5,93.75,81.25,16
HOC/SFE,3,1500,1,75.0,87.5,16
