subject,800,1500,3000,4000
1,57.77777777777777,66.66666666666666,62.22222222222222,66.66666666666666
2,53.75,57.49999999999999,62.5,62.5
3,85.0,81.25,82.5,86.25
4,73.75,83.75,82.5,80.0
5,76.5432098765432,75.30864197530865,86.41975308641975,83.9506172839506
6,63.74999999999999,68.75,66.25,60.0
7,72.5,77.5,77.5,76.25
8,56.25,47.5,48.75,47.5
9,61.25000000000001,61.25000000000001,55.00000000000001,62.5
10,78.75,73.75,72.5,75.0
11,55.00000000000001,60.0,71.25,77.5
12,52.5,58.75,65.0,76.25
13,73.75,82.5,76.25,68.75
14,76.25,71.25,75.0,67.5
15,80.0,78.75,83.75,85.0
16,68.75,60.0,61.25000000000001,61.25000000000001
17,58.75,67.5,70.0,65.0
18,82.5,83.75,82.5,85.0
