pair,mode,subject,window_ms,accuracy,n_test
WFE/EPS,fbc,1,4000,52.22222222222223,90
WFE/EPS,fbc,2,4000,42.5,80
WFE/EPS,fbc,3,4000,53.75,80
WFE/EPS,fbc,4,4000,52.5,80
WFE/EPS,fbc,5,4000,60.0,80
WFE/EPS,fbc,6,4000,53.75,80
WFE/EPS,fbc,7,4000,61.25000000000001,80
WFE/EPS,fbc,8,4000,51.24999999999999,80
WFE/EPS,fbc,9,4000,58.75,80
WFE/EPS,fbc,10,4000,52.5,80
WFE/EPS,fbc,11,4000,48.75,80
WFE/EPS,fbc,12,4000,51.24999999999999,80
WFE/EPS,fbc,13,4000,56.25,80
WFE/EPS,fbc,14,4000,50.0,80
WFE/EPS,fbc,15,4000,55.00000000000001,80
WFE/EPS,fbc,16,4000,57.49999999999999,80
WFE/EPS,fbc,17,4000,47.5,80
WFE/EPS,fbc,18,4000,53.75,80
