pair,subject,window_ms,fold,accuracy,val_accuracy,n_test
HOC/SPS,1,800,1,50.0,77.77777777777777,18
HOC/SPS,1,800,2,61.111111111111114,72.22222222222223,18
HOC/SPS,1,800,3,44.44444444444444,77.77777777777777,18
HOC/SPS,1,800,4,55.55555555555556,83.33333333333333,18
HOC/SPS,1,800,5,55.55555555555556,77.77777777777777,18
HOC/SPS,1,1500,1,50.0,66.66666666666667,18
HOC/SPS,1,1500,2,44.44444444444444,66.66666666666667,18
HOC/SPS,1,1500,3,33.333333333333336,83.33333333333333,18
HOC/SPS,1,1500,4,61.111111111111114,72.22222222222223,18
HOC/SPS,1,1500,5,50.0,72.22222222222223,18
HOC/SPS,1,3000,1,61.111111111111114,77.77777777777777,18
HOC/SPS,1,3000,2,77.77777777777777,72.22222222222223,18
HOC/SPS,1,3000,3,55.55555555555556,94.44444444444444,18
HOC/SPS,1,3000,4,88.88888888888889,88.88888888888889,18
HOC/SPS,1,3000,5,66.66666666666667,88.88888888888889,18
HOC/SPS,1,4000,1,66.66666666666667,77.77777777777777,18
HOC/SPS,1,4000,2,66.66666666666667,72.22222222222223,18
HOC/SPS,1,4000,3,50.0,88.88888888888889,18
HOC/SPS,1,4000,4,77.77777777777777,83.33333333333333,18
HOC/SPS,1,4000,5,61.111111111111114,83.33333333333333,18
HOC/SPS,2,800,1,50.0,81.25,16
HOC/SPS,2,800,2,50.0,50.0,16
HOC/SPS,2,800,3,43.75,62.5,16
HOC/SPS,2,800,4,50.0,68.75,16
HOC/SPS,2,800,5,75.0,75.0,16
HOC/SPS,2,1500,1,50.0,81.25,16
HOC/SPS,2,1500,2,50.0,62.5,16
HOC/SPS,2,1500,3,56.25,75.0,16
HOC/SPS,2,1500,4,81.25,75.0,16
HOC/SPS,2,1500,5,68.75,81.25,16
HOC/SPS,2,3000,1,37.5,68.75,16
HOC/SPS,2,3000,2,31.25,62.5,16
HOC/SPS,2,3000,3,50.0,81.25,16
HOC/SPS,2,3000,4,62.5,75.0,16
HOC/SPS,2,3000,5,62.5,68.75,16
HOC/SPS,2,4000,1,50.0,75.0,16
HOC/SPS,2,4000,2,62.5,68.75,16
HOC/SPS,2,4000,3,56.25,75.0,16
HOC/SPS,2,4000,4,81.25,68.75,16
HOC/SPS,2,4000,5,56.25,75.0,16
HOC/SPS,3,800,1,81.25,87.5,16
HOC/SPS,3,800,2,87.5,68.75,16
