pair,mode,subject,window_ms,accuracy,n_test
WFE/EPS,raw,1,4000,61.111111111111114,90
WFE/EPS,raw,2,4000,63.74999999999999,80
WFE/EPS,raw,3,4000,76.25,80
WFE/EPS,raw,4,4000,72.5,80
WFE/EPS,raw,5,4000,61.25000000000001,80
WFE/EPS,raw,6,4000,68.75,80
WFE/EPS,raw,7,4000,70.0,80
WFE/EPS,raw,8,4000,55.00000000000001,80
WFE/EPS,raw,9,4000,58.75,80
WFE/EPS,raw,10,4000,56.25,80
WFE/EPS,raw,11,4000,50.0,80
WFE/EPS,raw,12,4000,71.25,80
WFE/EPS,raw,13,4000,56.25,80
WFE/EPS,raw,14,4000,63.74999999999999,80
WFE/EPS,raw,15,4000,62.5,80
WFE/EPS,raw,16,4000,46.25,80
WFE/EPS,raw,17,4000,61.25000000000001,80
WFE/EPS,raw,18,4000,72.5,80
