pair,mode,subject,window_ms,accuracy,n_test
EPS/SAA,raw,1,4000,56.666666666666664,90
EPS/SAA,raw,2,4000,60.0,80
EPS/SAA,raw,3,4000,61.25000000000001,80
EPS/SAA,raw,4,4000,83.75,80
EPS/SAA,raw,5,4000,86.25,80
EPS/SAA,raw,6,4000,63.74999999999999,80
EPS/SAA,raw,7,4000,95.0,80
EPS/SAA,raw,8,4000,65.0,80
EPS/SAA,raw,9,4000,48.75,80
EPS/SAA,raw,10,4000,63.74999999999999,80
EPS/SAA,raw,11,4000,57.49999999999999,80
EPS/SAA,raw,12,4000,70.0,80
EPS/SAA,raw,13,4000,70.0,80
EPS/SAA,raw,14,4000,58.75,80
EPS/SAA,raw,15,4000,55.00000000000001,80
EPS/SAA,raw,16,4000,48.75,80
EPS/SAA,raw,17,4000,71.25,80
EPS/SAA,raw,18,4000,86.25,80
