subject,800,1500,3000,4000
1,36.666666666666664,47.77777777777778,52.22222222222223,54.44444444444444
2,58.75,61.25000000000001,70.0,62.5
3,85.0,83.75,80.0,82.5
4,77.5,85.0,88.75,87.5
5,74.07407407407408,75.30864197530865,76.5432098765432,71.60493827160494
6,53.75,56.25,51.24999999999999,58.75
7,71.25,66.25,73.75,71.25
8,55.00000000000001,56.25,48.75,57.49999999999999
9,50.0,48.75,61.25000000000001,53.75
10,66.25,76.25,86.25,82.5
11,62.5,50.0,78.75,73.75
12,67.5,55.00000000000001,65.0,66.25
13,62.5,57.49999999999999,56.25,58.75
14,60.0,61.25000000000001,65.0,72.5
15,67.5,66.25,58.75,60.0
16,46.25,58.75,50.0,43.75
17,61.25000000000001,57.49999999999999,50.0,53.75
18,85.0,83.75,75.0,76.25
