pair,mode,subject,window_ms,accuracy,n_test
WAA/SAA,fbc,1,4000,58.88888888888889,90
WAA/SAA,fbc,2,4000,46.25,80
WAA/SAA,fbc,3,4000,86.25,80
WAA/SAA,fbc,4,4000,88.75,80
WAA/SAA,fbc,5,4000,56.25,80
WAA/SAA,fbc,6,4000,62.5,80
WAA/SAA,fbc,7,4000,70.0,80
WAA/SAA,fbc,8,4000,47.5,80
WAA/SAA,fbc,9,4000,63.74999999999999,80
WAA/SAA,fbc,10,4000,50.0,80
WAA/SAA,fbc,11,4000,55.00000000000001,80
WAA/SAA,fbc,12,4000,52.5,80
WAA/SAA,fbc,13,4000,61.25000000000001,80
WAA/SAA,fbc,14,4000,60.0,80
WAA/SAA,fbc,15,4000,43.75,80
WAA/SAA,fbc,16,4000,57.49999999999999,80
WAA/SAA,fbc,17,4000,63.74999999999999,80
WAA/SAA,fbc,18,4000,75.0,80
