pair,subject,window_ms,fold,accuracy,val_accuracy,n_test
SAA/SFE,1,800,1,27.77777777777778,61.111111111111114,18
SAA/SFE,1,800,2,55.55555555555556,66.66666666666667,18
SAA/SFE,1,800,3,50.0,66.66666666666667,18
SAA/SFE,1,800,4,55.55555555555556,72.22222222222223,18
SAA/SFE,1,800,5,44.44444444444444,66.66666666666667,18
SAA/SFE,1,1500,1,50.0,66.66666666666667,18
SAA/SFE,1,1500,2,44.44444444444444,66.66666666666667,18
SAA/SFE,1,1500,3,50.0,77.77777777777777,18
SAA/SFE,1,1500,4,61.111111111111114,61.111111111111114,18
SAA/SFE,1,1500,5,50.0,66.66666666666667,18
SAA/SFE,1,3000,1,55.55555555555556,61.111111111111114,18
SAA/SFE,1,3000,2,55.55555555555556,61.111111111111114,18
SAA/SFE,1,3000,3,50.0,77.77777777777777,18
SAA/SFE,1,3000,4,50.0,72.22222222222223,18
SAA/SFE,1,3000,5,50.0,77.77777777777777,18
SAA/SFE,1,4000,1,44.44444444444444,61.111111111111114,18
SAA/SFE,1,4000,2,50.0,66.66666666666667,18
SAA/SFE,1,4000,3,50.0,72.22222222222223,18
SAA/SFE,1,4000,4,55.55555555555556,88.88888888888889,18
SAA/SFE,1,4000,5,61.111111111111114,72.22222222222223,18
SAA/SFE,2,800,1,62.5,62.5,16
SAA/SFE,2,800,2,62.5,62.5,16
SAA/SFE,2,800,3,43.75,62.5,16
SAA/SFE,2,800,4,50.0,50.0,16
SAA/SFE,2,800,5,50.0,62.5,16
SAA/SFE,2,1500,1,50.0,50.0,16
SAA/SFE,2,1500,2,56.25,56.25,16
SAA/SFE,2,1500,3,31.25,62.5,16
SAA/SFE,2,1500,4,50.0,62.5,16
SAA/SFE,2,1500,5,43.75,56.25,16
SAA/SFE,2,3000,1,50.0,56.25,16
SAA/SFE,2,3000,2,50.0,56.25,16
SAA/SFE,2,3000,3,43.75,56.25,16
SAA/SFE,2,3000,4,50.0,50.0,16
SAA/SFE,2,3000,5,31.25,62.5,16
SAA/SFE,2,4000,1,56.25,56.25,16
SAA/SFE,2,4000,2,50.0,62.5,16
SAA/SFE,2,4000,3,31.25,56.25,16
SAA/SFE,2,4000,4,50.0,50.0,16
SAA/SFE,2,4000,5,43.75,56.25,16
SAA/SFE,3,800,1,75.0,87.5,16
SAA/SFE,3,800,2,50.0,56.25,16
SAA/SFE,3,800,3,62.5,93.75,16
SAA/SFE,3,800,4,56.25,87.5,16
SAA/SFE,3,800,5,62.5,75.0,16
SAA/SFE,3,1500,1,68.75,62.5,16
SAA/SFE,3,1500,2,75.0,62.5,16
SAA/SFE,3,1500,3,37.5,56.25,16
SAA/SFE,3,1500,4,68.75,81.25,16
SAA/SFE,3,1500,5,50.0,62.5,16
SAA/SFE,3,3000,1,68.75,62.5,16
SAA/SFE,3,3000,2,62.5,75.0,16
SAA/SFE,3,3000,3,37.5,75.0,16
SAA/SFE,3,3000,4,75.0,68.75,16
SAA/SFE,3,3000,5,50.0,68.75,16
SAA/SFE,3,4000,1,68.75,68.75,16
SAA/SFE,3,4000,2,43.75,68.75,16
SAA/SFE,3,4000,3,43.75,68.75,16
SAA/SFE,3,4000,4,56.25,62.5,16
SAA/SFE,3,4000,5,56.25,68.75,16
SAA/SFE,4,800,1,50.0,68.75,16
SAA/SFE,4,800,2,75.0,75.0,16
SAA/SFE,4,800,3,81.25,68.75,16
SAA/SFE,4,800,4,50.0,68.75,16
SAA/SFE,4,800,5,81.25,68.75,16
SAA/SFE,4,1500,1,50.0,56.25,16
SAA/SFE,4,1500,2,50.0,56.25,16
SAA/SFE,4,1500,3,56.25,56.25,16
SAA/SFE,4,1500,4,50.0,50.0,16
SAA/SFE,4,1500,5,62.5,81.25,16
SAA/SFE,4,3000,1,62.5,62.5,16
SAA/SFE,4,3000,2,56.25,68.75,16
SAA/SFE,4,3000,3,43.75,62.5,16
SAA/SFE,4,3000,4,50.0,62.5,16
SAA/SFE,4,3000,5,50.0,68.75,16
SAA/SFE,4,4000,1,62.5,75.0,16
SAA/SFE,4,4000,2,75.0,81.25,16
