pair,mode,subject,window_ms,accuracy,n_test
EPS/SFE,fbc,1,4000,50.0,90
EPS/SFE,fbc,2,4000,53.75,80
EPS/SFE,fbc,3,4000,72.5,80
EPS/SFE,fbc,4,4000,71.25,80
EPS/SFE,fbc,5,4000,60.49382716049383,81
EPS/SFE,fbc,6,4000,65.0,80
EPS/SFE,fbc,7,4000,63.74999999999999,80
EPS/SFE,fbc,8,4000,52.5,80
EPS/SFE,fbc,9,4000,52.5,80
EPS/SFE,fbc,10,4000,62.5,80
EPS/SFE,fbc,11,4000,52.5,80
EPS/SFE,fbc,12,4000,41.25,80
EPS/SFE,fbc,13,4000,61.25000000000001,80
EPS/SFE,fbc,14,4000,47.5,80
EPS/SFE,fbc,15,4000,38.75,80
EPS/SFE,fbc,16,4000,63.74999999999999,80
EPS/SFE,fbc,17,4000,58.75,80
EPS/SFE,fbc,18,4000,75.0,80
