pair,mode,subject,window_ms,accuracy,n_test
EFE/SPS,raw,1,4000,53.333333333333336,90
EFE/SPS,raw,2,4000,62.5,80
EFE/SPS,raw,3,4000,58.75,80
EFE/SPS,raw,4,4000,66.25,80
EFE/SPS,raw,5,4000,47.5,80
EFE/SPS,raw,6,4000,48.75,80
EFE/SPS,raw,7,4000,66.25,80
EFE/SPS,raw,8,4000,62.5,80
EFE/SPS,raw,9,4000,68.75,80
EFE/SPS,raw,10,4000,62.5,80
EFE/SPS,raw,11,4000,61.25000000000001,80
EFE/SPS,raw,12,4000,58.75,80
EFE/SPS,raw,13,4000,56.25,80
EFE/SPS,raw,14,4000,43.75,80
EFE/SPS,raw,15,4000,47.5,80
EFE/SPS,raw,16,4000,55.00000000000001,80
EFE/SPS,raw,17,4000,50.0,80
EFE/SPS,raw,18,4000,66.25,80
