pair,subject,window_ms,fold,accuracy,val_accuracy,n_test
WFE/SFE,1,800,1,88.88888888888889,83.33333333333333,18
WFE/SFE,1,800,2,61.111111111111114,77.77777777777777,18
WFE/SFE,1,800,3,50.0,72.22222222222223,18
WFE/SFE,1,800,4,38.888888888888886,77.77777777777777,18
WFE/SFE,1,800,5,44.44444444444444,55.55555555555556,18
WFE/SFE,1,1500,1,83.33333333333333,83.33333333333333,18
WFE/SFE,1,1500,2,55.55555555555556,66.66666666666667,18
WFE/SFE,1,1500,3,55.55555555555556,77.77777777777777,18
WFE/SFE,1,1500,4,61.111111111111114,77.77777777777777,18
WFE/SFE,1,1500,5,44.44444444444444,83.33333333333333,18
WFE/SFE,1,3000,1,61.111111111111114,77.77777777777777,18
WFE/SFE,1,3000,2,44.44444444444444,72.22222222222223,18
WFE/SFE,1,3000,3,55.55555555555556,72.22222222222223,18
WFE/SFE,1,3000,4,66.66666666666667,72.22222222222223,18
WFE/SFE,1,3000,5,61.111111111111114,83.33333333333333,18
WFE/SFE,1,4000,1,66.66666666666667,72.22222222222223,18
WFE/SFE,1,4000,2,61.111111111111114,55.55555555555556,18
WFE/SFE,1,4000,3,66.66666666666667,66.66666666666667,18
WFE/SFE,1,4000,4,50.0,83.33333333333333,18
WFE/SFE,1,4000,5,50.0,77.77777777777777,18
WFE/SFE,2,800,1,56.25,75.0,16
WFE/SFE,2,800,2,50.0,81.25,16
WFE/SFE,2,800,3,68.75,68.75,16
WFE/SFE,2,800,4,56.25,62.5,16
WFE/SFE,2,800,5,50.0,50.0,16
WFE/SFE,2,1500,1,56.25,75.0,16
WFE/SFE,2,1500,2,50.0,62.5,16
WFE/SFE,2,1500,3,62.5,62.5,16
WFE/SFE,2,1500,4,50.0,56.25,16
WFE/SFE,2,1500,5,43.75,68.75,16
WFE/SFE,2,3000,1,62.5,81.25,16
WFE/SFE,2,3000,2,62.5,68.75,16
WFE/SFE,2,3000,3,50.0,75.0,16
WFE/SFE,2,3000,4,50.0,75.0,16
WFE/SFE,2,3000,5,50.0,75.0,16
WFE/SFE,2,4000,1,68.75,87.5,16
WFE/SFE,2,4000,2,62.5,75.0,16
WFE/SFE,2,4000,3,50.0,68.75,16
WFE/SFE,2,4000,4,43.75,62.5,16
WFE/SFE,2,4000,5,50.0,62.5,16
