pair,mode,subject,window_ms,accuracy,n_test
WAA/EFE,raw,1,4000,72.22222222222221,90
WAA/EFE,raw,2,4000,80.0,80
WAA/EFE,raw,3,4000,73.75,80
WAA/EFE,raw,4,4000,67.5,80
WAA/EFE,raw,5,4000,61.25000000000001,80
WAA/EFE,raw,6,4000,67.5,80
WAA/EFE,raw,7,4000,78.75,80
WAA/EFE,raw,8,4000,66.25,80
WAA/EFE,raw,9,4000,68.75,80
WAA/EFE,raw,10,4000,45.0,80
WAA/EFE,raw,11,4000,70.0,80
WAA/EFE,raw,12,4000,58.75,80
WAA/EFE,raw,13,4000,77.5,80
WAA/EFE,raw,14,4000,67.5,80
WAA/EFE,raw,15,4000,66.25,80
WAA/EFE,raw,16,4000,51.24999999999999,80
WAA/EFE,raw,17,4000,66.25,80
WAA/EFE,raw,18,4000,82.5,80
