pair,mode,subject,window_ms,accuracy,n_test
WAA/SFE,cwt,1,4000,52.22222222222223,90
WAA/SFE,cwt,2,4000,43.75,80
WAA/SFE,cwt,3,4000,72.5,80
WAA/SFE,cwt,4,4000,81.25,80
WAA/SFE,cwt,5,4000,61.72839506172839,81
WAA/SFE,cwt,6,4000,61.25000000000001,80
WAA/SFE,cwt,7,4000,57.49999999999999,80
WAA/SFE,cwt,8,4000,47.5,80
WAA/SFE,cwt,9,4000,66.25,80
WAA/SFE,cwt,10,4000,67.5,80
WAA/SFE,cwt,11,4000,58.75,80
WAA/SFE,cwt,12,4000,51.24999999999999,80
WAA/SFE,cwt,13,4000,75.0,80
WAA/SFE,cwt,14,4000,71.25,80
WAA/SFE,cwt,15,4000,58.75,80
WAA/SFE,cwt,16,4000,55.00000000000001,80
WAA/SFE,cwt,17,4000,71.25,80
WAA/SFE,cwt,18,4000,70.0,80
