pair,mode,subject,window_ms,accuracy,n_test
WAA/EPS,cwt,1,4000,51.11111111111111,90
WAA/EPS,cwt,2,4000,57.49999999999999,80
WAA/EPS,cwt,3,4000,60.0,80
WAA/EPS,cwt,4,4000,62.5,80
WAA/EPS,cwt,5,4000,52.5,80
WAA/EPS,cwt,6,4000,51.24999999999999,80
WAA/EPS,cwt,7,4000,62.5,80
WAA/EPS,cwt,8,4000,55.00000000000001,80
WAA/EPS,cwt,9,4000,60.0,80
WAA/EPS,cwt,10,4000,53.75,80
WAA/EPS,cwt,11,4000,78.75,80
WAA/EPS,cwt,12,4000,47.5,80
WAA/EPS,cwt,13,4000,57.49999999999999,80
WAA/EPS,cwt,14,4000,58.75,80
WAA/EPS,cwt,15,4000,63.74999999999999,80
WAA/EPS,cwt,16,4000,43.75,80
WAA/EPS,cwt,17,4000,46.25,80
WAA/EPS,cwt,18,4000,75.0,80
