pair,mode,subject,window_ms,accuracy,n_test
WFE/SFE,raw,1,4000,58.88888888888889,90
WFE/SFE,raw,2,4000,58.75,80
WFE/SFE,raw,3,4000,76.25,80
WFE/SFE,raw,4,4000,75.0,80
WFE/SFE,raw,5,4000,59.25925925925925,81
WFE/SFE,raw,6,4000,63.74999999999999,80
WFE/SFE,raw,7,4000,52.5,80
WFE/SFE,raw,8,4000,65.0,80
WFE/SFE,raw,9,4000,63.74999999999999,80
WFE/SFE,raw,10,4000,56.25,80
WFE/SFE,raw,11,4000,53.75,80
WFE/SFE,raw,12,4000,62.5,80
WFE/SFE,raw,13,4000,61.25000000000001,80
WFE/SFE,raw,14,4000,53.75,80
WFE/SFE,raw,15,4000,46.25,80
WFE/SFE,raw,16,4000,56.25,80
WFE/SFE,raw,17,4000,47.5,80
WFE/SFE,raw,18,4000,78.75,80
