pair,mode,subject,window_ms,accuracy,n_test
SAA/SFE,raw,1,4000,51.11111111111111,90
SAA/SFE,raw,2,4000,53.75,80
SAA/SFE,raw,3,4000,65.0,80
SAA/SFE,raw,4,4000,50.0,80
SAA/SFE,raw,5,4000,46.913580246913575,81
SAA/SFE,raw,6,4000,65.0,80
SAA/SFE,raw,7,4000,47.5,80
SAA/SFE,raw,8,4000,53.75,80
SAA/SFE,raw,9,4000,50.0,80
SAA/SFE,raw,10,4000,45.0,80
SAA/SFE,raw,11,4000,46.25,80
SAA/SFE,raw,12,4000,47.5,80
SAA/SFE,raw,13,4000,57.49999999999999,80
SAA/SFE,raw,14,4000,57.49999999999999,80
SAA/SFE,raw,15,4000,50.0,80
SAA/SFE,raw,16,4000,57.49999999999999,80
SAA/SFE,raw,17,4000,53.75,80
SAA/SFE,raw,18,4000,80.0,80
