pair,subject,window_ms,fold,accuracy,val_accuracy,n_test
SAA/SFE,1,800,1,38.888888888888886,77.77777777777777,18
SAA/SFE,1,800,2,72.22222222222223,66.66666666666667,18
SAA/SFE,1,800,3,27.77777777777778,66.66666666666667,18
SAA/SFE,1,800,4,38.888888888888886,83.33333333333333,18
SAA/SFE,1,800,5,50.0,61.111111111111114,18
SAA/SFE,1,1500,1,44.44444444444444,66.66666666666667,18
SAA/SFE,1,1500,2,50.0,77.77777777777777,18
SAA/SFE,1,1500,3,44.44444444444444,66.66666666666667,18
SAA/SFE,1,1500,4,38.888888888888886,77.77777777777777,18
SAA/SFE,1,1500,5,44.44444444444444,77.77777777777777,18
SAA/SFE,1,3000,1,66.66666666666667,72.22222222222223,18
SAA/SFE,1,3000,2,66.66666666666667,72.22222222222223,18
SAA/SFE,1,3000,3,44.44444444444444,66.66666666666667,18
SAA/SFE,1,3000,4,55.55555555555556,72.22222222222223,18
SAA/SFE,1,3000,5,27.77777777777778,72.22222222222223,18
SAA/SFE,1,4000,1,44.44444444444444,66.66666666666667,18
SAA/SFE,1,4000,2,50.0,72.22222222222223,18
SAA/SFE,1,4000,3,33.333333333333336,72.22222222222223,18
SAA/SFE,1,4000,4,55.55555555555556,72.22222222222223,18
SAA/SFE,1,4000,5,27.77777777777778,77.77777777777777,18
SAA/SFE,2,800,1,56.25,56.25,16
SAA/SFE,2,800,2,50.0,56.25,16
SAA/SFE,2,800,3,50.0,62.5,16
SAA/SFE,2,800,4,56.25,56.25,16
SAA/SFE,2,800,5,62.5,50.0,16
SAA/SFE,2,1500,1,50.0,50.0,16
SAA/SFE,2,1500,2,56.25,50.0,16
SAA/SFE,2,1500,3,56.25,56.25,16
SAA/SFE,2,1500,4,56.25,50.0,16
SAA/SFE,2,1500,5,56.25,62.5,16
SAA/SFE,2,3000,1,50.0,68.75,16
SAA/SFE,2,3000,2,50.0,50.0,16
SAA/SFE,2,3000,3,50.0,56.25,16
SAA/SFE,2,3000,4,50.0,68.75,16
SAA/SFE,2,3000,5,50.0,68.75,16
SAA/SFE,2,4000,1,50.0,68.75,16
SAA/SFE,2,4000,2,50.0,62.5,16
SAA/SFE,2,4000,3,50.0,68.75,16
SAA/SFE,2,4000,4,56.25,62.5,16
SAA/SFE,2,4000,5,25.0,68.75,16
SAA/SFE,3,800,1,56.25,75.0,16
SAA/SFE,3,800,2,50.0,87.5,16
SAA/SFE,3,800,3,75.0,62.5,16
SAA/SFE,3,800,4,56.25,81.25,16
SAA/SFE,3,800,5,50.0,81.25,16
SAA/SFE,3,1500,1,50.0,68.75,16
SAA/SFE,3,1500,2,43.75,75.0,16
SAA/SFE,3,1500,3,75.0,62.5,16
SAA/SFE,3,1500,4,43.75,81.25,16
SAA/SFE,3,1500,5,68.75,68.75,16
SAA/SFE,3,3000,1,43.75,68.75,16
SAA/SFE,3,3000,2,50.0,75.0,16
SAA/SFE,3,3000,3,37.5,56.25,16
SAA/SFE,3,3000,4,56.25,75.0,16
SAA/SFE,3,3000,5,75.0,62.5,16
SAA/SFE,3,4000,1,50.0,75.0,16
SAA/SFE,3,4000,2,37.5,81.25,16
SAA/SFE,3,4000,3,50.0,62.5,16
