pair,mode,subject,window_ms,accuracy,n_test
WFE/SFE,cwt,1,4000,58.88888888888889,90
WFE/SFE,cwt,2,4000,48.75,80
WFE/SFE,cwt,3,4000,67.5,80
WFE/SFE,cwt,4,4000,77.5,80
WFE/SFE,cwt,5,4000,53.086419753086425,81
WFE/SFE,cwt,6,4000,58.75,80
WFE/SFE,cwt,7,4000,58.75,80
WFE/SFE,cwt,8,4000,50.0,80
WFE/SFE,cwt,9,4000,57.49999999999999,80
WFE/SFE,cwt,10,4000,58.75,80
WFE/SFE,cwt,11,4000,57.49999999999999,80
WFE/SFE,cwt,12,4000,51.24999999999999,80
WFE/SFE,cwt,13,4000,65.0,80
WFE/SFE,cwt,14,4000,55.00000000000001,80
WFE/SFE,cwt,15,4000,46.25,80
WFE/SFE,cwt,16,4000,51.24999999999999,80
WFE/SFE,cwt,17,4000,55.00000000000001,80
WFE/SFE,cwt,18,4000,75.0,80
