pair,mode,subject,window_ms,accuracy,n_test
EPS/SAA,fbc,1,4000,60.0,90
EPS/SAA,fbc,2,4000,53.75,80
EPS/SAA,fbc,3,4000,86.25,80
EPS/SAA,fbc,4,4000,68.75,80
EPS/SAA,fbc,5,4000,50.0,80
EPS/SAA,fbc,6,4000,62.5,80
EPS/SAA,fbc,7,4000,80.0,80
EPS/SAA,fbc,8,4000,45.0,80
EPS/SAA,fbc,9,4000,61.25000000000001,80
EPS/SAA,fbc,10,4000,53.75,80
EPS/SAA,fbc,11,4000,47.5,80
EPS/SAA,fbc,12,4000,56.25,80
EPS/SAA,fbc,13,4000,66.25,80
EPS/SAA,fbc,14,4000,65.0,80
EPS/SAA,fbc,15,4000,47.5,80
EPS/SAA,fbc,16,4000,62.5,80
EPS/SAA,fbc,17,4000,58.75,80
EPS/SAA,fbc,18,4000,73.75,80
