pair,subject,window_ms,fold,accuracy,val_accuracy,best_epoch,n_test
WFE/SFE,1,800,1,61.111111111111114,72.22222222222223,6,18
WFE/SFE,1,800,2,66.66666666666667,72.22222222222223,8,18
WFE/SFE,1,800,3,66.66666666666667,72.22222222222223,5,18
WFE/SFE,1,800,4,61.111111111111114,61.111111111111114,9,18
WFE/SFE,1,800,5,38.888888888888886,72.22222222222223,1,18
WFE/SFE,1,1500,1,83.33333333333333,77.77777777777777,5,18
WFE/SFE,1,1500,2,61.111111111111114,66.66666666666667,3,18
WFE/SFE,1,1500,3,55.55555555555556,72.22222222222223,1,18
WFE/SFE,1,1500,4,55.55555555555556,83.33333333333333,12,18
WFE/SFE,1,1500,5,55.55555555555556,83.33333333333333,2,18
WFE/SFE,1,3000,1,55.55555555555556,72.22222222222223,6,18
WFE/SFE,1,3000,2,61.111111111111114,66.66666666666667,2,18
WFE/SFE,1,3000,3,66.66666666666667,72.22222222222223,2,18
WFE/SFE,1,3000,4,55.55555555555556,77.77777777777777,11,18
WFE/SFE,1,3000,5,66.66666666666667,88.88888888888889,9,18
WFE/SFE,1,4000,1,66.66666666666667,72.22222222222223,3,18
WFE/SFE,1,4000,2,61.111111111111114,61.111111111111114,4,18
WFE/SFE,1,4000,3,66.66666666666667,72.22222222222223,1,18
WFE/SFE,1,4000,4,72.22222222222223,72.22222222222223,7,18
WFE/SFE,1,4000,5,50.0,83.33333333333333,2,18
WFE/SFE,2,800,1,56.25,68.75,10,16
WFE/SFE,2,800,2,50.0,68.75,8,16
WFE/SFE,2,800,3,62.5,62.5,12,16
WFE/SFE,2,800,4,56.25,75.0,7,16
WFE/SFE,2,800,5,62.5,50.0,3,16
WFE/SFE,2,1500,1,56.25,75.0,11,16
WFE/SFE,2,1500,2,37.5,62.5,4,16
WFE/SFE,2,1500,3,68.75,56.25,4,16
WFE/SFE,2,1500,4,62.5,62.5,2,16
WFE/SFE,2,1500,5,56.25,68.75,3,16
WFE/SFE,2,3000,1,68.75,75.0,8,16
WFE/SFE,2,3000,2,68.75,75.0,5,16
WFE/SFE,2,3000,3,56.25,81.25,7,16
WFE/SFE,2,3000,4,62.5,81.25,19,16
WFE/SFE,2,3000,5,68.75,68.75,11,16
WFE/SFE,2,4000,1,68.75,87.5,7,16
WFE/SFE,2,4000,2,68.75,75.0,1,16
