subject,800,1500,3000,4000
1,48.888888888888886,46.666666666666664,55.55555555555556,55.55555555555556
2,57.49999999999999,56.25,76.25,75.0
3,86.25,76.25,78.75,77.5
4,70.0,73.75,77.5,80.0
5,65.0,60.0,63.74999999999999,63.74999999999999
6,56.25,56.25,63.74999999999999,68.75
7,70.0,66.25,68.75,81.25
8,56.25,57.49999999999999,56.25,53.75
9,50.0,51.24999999999999,51.24999999999999,45.0
10,66.25,47.5,56.25,48.75
11,61.25000000000001,52.5,58.75,68.75
12,58.75,48.75,51.24999999999999,51.24999999999999
13,66.25,67.5,73.75,67.5
14,60.0,56.25,61.25000000000001,65.0
15,68.75,57.49999999999999,57.49999999999999,58.75
16,58.75,51.24999999999999,53.75,52.5
17,66.25,67.5,60.0,68.75
18,75.0,75.0,81.25,78.75
