subject,800,1500,3000,4000
1,54.44444444444444,54.44444444444444,62.22222222222222,55.55555555555556
2,58.75,62.5,67.5,62.5
3,72.5,75.0,73.75,81.25
4,82.5,82.5,81.25,75.0
5,60.0,71.25,57.49999999999999,63.74999999999999
6,57.49999999999999,63.74999999999999,60.0,65.0
7,72.5,72.5,75.0,75.0
8,56.25,52.5,51.24999999999999,55.00000000000001
9,45.0,53.75,57.49999999999999,52.5
10,62.5,56.25,56.25,55.00000000000001
11,70.0,51.24999999999999,56.25,60.0
12,61.25000000000001,55.00000000000001,46.25,53.75
13,68.75,67.5,68.75,61.25000000000001
14,60.0,57.49999999999999,58.75,58.75
15,66.25,58.75,45.0,55.00000000000001
16,55.00000000000001,47.5,48.75,50.0
17,62.5,66.25,66.25,58.75
18,65.0,71.25,80.0,81.25
