pair,mode,subject,window_ms,accuracy,n_test
HOC/SPS,raw,1,4000,75.55555555555556,90
HOC/SPS,raw,2,4000,58.75,80
HOC/SPS,raw,3,4000,73.75,80
HOC/SPS,raw,4,4000,87.5,80
HOC/SPS,raw,5,4000,65.0,80
HOC/SPS,raw,6,4000,47.5,80
HOC/SPS,raw,7,4000,71.25,80
HOC/SPS,raw,8,4000,63.74999999999999,80
HOC/SPS,raw,9,4000,63.74999999999999,80
HOC/SPS,raw,10,4000,78.75,80
HOC/SPS,raw,11,4000,71.25,80
HOC/SPS,raw,12,4000,61.25000000000001,80
HOC/SPS,raw,13,4000,53.75,80
HOC/SPS,raw,14,4000,60.0,80
HOC/SPS,raw,15,4000,50.0,80
HOC/SPS,raw,16,4000,62.5,80
HOC/SPS,raw,17,4000,80.0,80
HOC/SPS,raw,18,4000,76.25,80
