subject,800,1500,3000,4000
1,54.44444444444444,54.44444444444444,62.22222222222222,53.333333333333336
2,47.5,50.0,48.75,53.75
3,65.0,62.5,78.75,76.25
4,57.49999999999999,67.5,73.75,72.5
5,57.49999999999999,47.5,53.75,51.24999999999999
6,48.75,53.75,61.25000000000001,60.0
7,53.75,53.75,50.0,48.75
8,46.25,45.0,48.75,50.0
9,60.0,60.0,57.49999999999999,56.25
10,62.5,67.5,68.75,62.5
11,56.25,58.75,55.00000000000001,53.75
12,66.25,61.25000000000001,57.49999999999999,60.0
13,53.75,56.25,53.75,43.75
14,57.49999999999999,67.5,47.5,45.0
15,48.75,42.5,52.5,58.75
16,60.0,52.5,55.00000000000001,57.49999999999999
17,52.5,48.75,58.75,51.24999999999999
18,65.0,70.0,67.5,71.25
