pair,subject,window_ms,fold,accuracy,val_accuracy,best_epoch,n_test
HOC/EFE,1,800,1,66.66666666666667,61.111111111111114,42,18
HOC/EFE,1,800,2,50.0,66.66666666666667,17,18
HOC/EFE,1,800,3,61.111111111111114,66.66666666666667,2,18
HOC/EFE,1,800,4,55.55555555555556,66.66666666666667,1,18
HOC/EFE,1,800,5,55.55555555555556,66.66666666666667,2,18
HOC/EFE,1,1500,1,72.22222222222223,83.33333333333333,14,18
HOC/EFE,1,1500,2,50.0,77.77777777777777,9,18
HOC/EFE,1,1500,3,66.66666666666667,72.22222222222223,15,18
HOC/EFE,1,1500,4,50.0,88.88888888888889,19,18
HOC/EFE,1,1500,5,50.0,50.0,1,18
HOC/EFE,1,3000,1,66.66666666666667,55.55555555555556,4,18
HOC/EFE,1,3000,2,50.0,61.111111111111114,2,18
HOC/EFE,1,3000,3,50.0,55.55555555555556,3,18
HOC/EFE,1,3000,4,44.44444444444444,72.22222222222223,33,18
HOC/EFE,1,3000,5,55.55555555555556,61.111111111111114,3,18
HOC/EFE,1,4000,1,66.66666666666667,66.66666666666667,13,18
HOC/EFE,1,4000,2,55.55555555555556,77.77777777777777,17,18
HOC/EFE,1,4000,3,55.55555555555556,77.77777777777777,12,18
HOC/EFE,1,4000,4,61.111111111111114,72.22222222222223,1,18
HOC/EFE,1,4000,5,77.77777777777777,55.55555555555556,20,18
HOC/EFE,2,800,1,62.5,81.25,8,16
HOC/EFE,2,800,2,87.5,68.75,24,16
HOC/EFE,2,800,3,56.25,68.75,4,16
HOC/EFE,2,800,4,50.0,75.0,14,16
HOC/EFE,2,800,5,62.5,75.0,9,16
HOC/EFE,2,1500,1,56.25,87.5,11,16
HOC/EFE,2,1500,2,68.75,68.75,9,16
HOC/EFE,2,1500,3,87.5,87.5,11,16
HOC/EFE,2,1500,4,68.75,75.0,6,16
HOC/EFE,2,1500,5,56.25,75.0,10,16
HOC/EFE,2,3000,1,75.0,81.25,10,16
HOC/EFE,2,3000,2,68.75,62.5,6,16
HOC/EFE,2,3000,3,62.5,81.25,12,16
HOC/EFE,2,3000,4,50.0,81.25,4,16
HOC/EFE,2,3000,5,62.5,62.5,4,16
HOC/EFE,2,4000,1,68.75,81.25,7,16
HOC/EFE,2,4000,2,75.0,75.0,9,16
HOC/EFE,2,4000,3,62.5,81.25,3,16
HOC/EFE,2,4000,4,62.5,81.25,6,16
HOC/EFE,2,4000,5,62.5,68.75,6,16
HOC/EFE,3,800,1,43.75,75.0,7,16
HOC/EFE,3,800,2,56.25,68.75,22,16
HOC/EFE,3,800,3,68.75,56.25,8,16
HOC/EFE,3,800,4,50.0,68.75,8,16
HOC/EFE,3,800,5,81.25,68.75,2,16
HOC/EFE,3,1500,1,87.5,75.0,11,16
HOC/EFE,3,1500,2,87.5,87.5,28,16
HOC/EFE,3,1500,3,68.75,56.25,13,16
HOC/EFE,3,1500,4,75.0,81.25,12,16
HOC/EFE,3,1500,5,81.25,81.25,12,16
HOC/EFE,3,3000,1,81.25,87.5,4,16
HOC/EFE,3,3000,2,75.0,93.75,8,16
HOC/EFE,3,3000,3,62.5,62.5,7,16
HOC/EFE,3,3000,4,68.75,87.5,9,16
HOC/EFE,3,3000,5,81.25,81.25,17,16
HOC/EFE,3,4000,1,81.25,81.25,8,16
HOC/EFE,3,4000,2,81.25,87.5,12,16
HOC/EFE,3,4000,3,87.5,75.0,13,16
HOC/EFE,3,4000,4,81.25,81.25,7,16
HOC/EFE,3,4000,5,75.0,75.0,11,16
HOC/EFE,4,800,1,75.0,87.5,9,16
HOC/EFE,4,800,2,56.25,81.25,8,16
HOC/EFE,4,800,3,62.5,81.25,21,16
HOC/EFE,4,800,4,81.25,81.25,9,16
HOC/EFE,4,800,5,75.0,93.75,10,16
HOC/EFE,4,1500,1,75.0,87.5,17,16
HOC/EFE,4,1500,2,100.0,93.75,21,16
HOC/EFE,4,1500,3,68.75,87.5,20,16
HOC/EFE,4,1500,4,93.75,81.25,22,16
HOC/EFE,4,1500,5,87.5,87.5,21,16
HOC/EFE,4,3000,1,75.0,87.5,17,16
HOC/EFE,4,3000,2,100.0,81.25,20,16
HOC/EFE,4,3000,3,75.0,93.75,16,16
HOC/EFE,4,3000,4,81.25,75.0,7,16
HOC/EFE,4,3000,5,43.75,56.25,2,16
HOC/EFE,4,4000,1,68.75,87.5,10,16
HOC/EFE,4,4000,2,87.5,87.5,16,16
HOC/EFE,4,4000,3,81.25,81.25,24,16
HOC/EFE,4,4000,4,87.5,87.5,12,16
HOC/EFE,4,4000,5,87.5,87.5,12,16
HOC/EFE,5,800,1,81.25,75.0,16,16
HOC/EFE,5,800,2,87.5,81.25,17,16
HOC/EFE,5,800,3,81.25,81.25,8,16
HOC/EFE,5,800,4,50.0,81.25,13,16
HOC/EFE,5,800,5,81.25,81.25,13,16
HOC/EFE,5,1500,1,68.75,68.75,4,16
HOC/EFE,5,1500,2,56.25,62.5,12,16
HOC/EFE,5,1500,3,75.0,75.0,9,16
HOC/EFE,5,1500,4,43.75,62.5,8,16
HOC/EFE,5,1500,5,68.75,75.0,7,16
HOC/EFE,5,3000,1,62.5,68.75,25,16
HOC/EFE,5,3000,2,50.0,68.75,7,16
HOC/EFE,5,3000,3,56.25,75.0,4,16
HOC/EFE,5,3000,4,43.75,68.75,8,16
HOC/EFE,5,3000,5,56.25,68.75,18,16
HOC/EFE,5,4000,1,56.25,62.5,5,16
HOC/EFE,5,4000,2,68.75,56.25,1,16
HOC/EFE,5,4000,3,62.5,75.0,1,16
HOC/EFE,5,4000,4,62.5,62.5,5,16
HOC/EFE,5,4000,5,68.75,81.25,35,16
HOC/EFE,6,800,1,50.0,75.0,8,16
HOC/EFE,6,800,2,56.25,68.75,6,16
HOC/EFE,6,800,3,62.5,62.5,14,16
HOC/EFE,6,800,4,75.0,68.75,16,16
HOC/EFE,6,800,5,56.25,75.0,3,16
HOC/EFE,6,1500,1,50.0,100.0,2,16
HOC/EFE,6,1500,2,68.75,68.75,10,16
HOC/EFE,6,1500,3,62.5,87.5,21,16
HOC/EFE,6,1500,4,81.25,81.25,16,16
HOC/EFE,6,1500,5,75.0,75.0,7,16
HOC/EFE,6,3000,1,75.0,93.75,32,16
HOC/EFE,6,3000,2,87.5,68.75,5,16
HOC/EFE,6,3000,3,50.0,93.75,16,16
HOC/EFE,6,3000,4,93.75,81.25,10,16
HOC/EFE,6,3000,5,50.0,81.25,8,16
HOC/EFE,6,4000,1,75.0,93.75,13,16
HOC/EFE,6,4000,2,68.75,75.0,22,16
HOC/EFE,6,4000,3,43.75,87.5,18,16
HOC/EFE,6,4000,4,87.5,100.0,36,16
HOC/EFE,6,4000,5,68.75,75.0,21,16
HOC/EFE,7,800,1,75.0,93.75,23,16
HOC/EFE,7,800,2,87.5,81.25,15,16
HOC/EFE,7,800,3,75.0,75.0,10,16
HOC/EFE,7,800,4,56.25,75.0,14,16
HOC/EFE,7,800,5,81.25,75.0,9,16
HOC/EFE,7,1500,1,81.25,81.25,10,16
HOC/EFE,7,1500,2,68.75,93.75,15,16
HOC/EFE,7,1500,3,56.25,93.75,11,16
HOC/EFE,7,1500,4,50.0,62.5,1,16
HOC/EFE,7,1500,5,62.5,87.5,16,16
HOC/EFE,7,3000,1,75.0,87.5,6,16
HOC/EFE,7,3000,2,75.0,93.75,7,16
HOC/EFE,7,3000,3,56.25,81.25,11,16
HOC/EFE,7,3000,4,75.0,87.5,25,16
HOC/EFE,7,3000,5,93.75,93.75,21,16
HOC/EFE,7,4000,1,81.25,100.0,16,16
HOC/EFE,7,4000,2,75.0,81.25,7,16
HOC/EFE,7,4000,3,75.0,75.0,8,16
HOC/EFE,7,4000,4,75.0,87.5,18,16
HOC/EFE,7,4000,5,81.25,81.25,10,16
HOC/EFE,8,800,1,37.5,56.25,3,16
HOC/EFE,8,800,2,43.75,62.5,6,16
HOC/EFE,8,800,3,50.0,56.25,1,16
HOC/EFE,8,800,4,62.5,50.0,3,16
HOC/EFE,8,800,5,43.75,75.0,37,16
HOC/EFE,8,1500,1,31.25,62.5,6,16
HOC/EFE,8,1500,2,25.0,62.5,5,16
HOC/EFE,8,1500,3,62.5,62.5,3,16
HOC/EFE,8,1500,4,68.75,68.75,8,16
HOC/EFE,8,1500,5,62.5,50.0,3,16
HOC/EFE,8,3000,1,56.25,62.5,33,16
HOC/EFE,8,3000,2,37.5,75.0,1,16
HOC/EFE,8,3000,3,50.0,56.25,3,16
HOC/EFE,8,3000,4,62.5,56.25,3,16
HOC/EFE,8,3000,5,50.0,56.25,5,16
HOC/EFE,8,4000,1,43.75,62.5,8,16
HOC/EFE,8,4000,2,62.5,62.5,7,16
HOC/EFE,8,4000,3,50.0,75.0,19,16
HOC/EFE,8,4000,4,31.25,68.75,2,16
HOC/EFE,8,4000,5,50.0,56.25,1,16
HOC/EFE,9,800,1,56.25,62.5,15,16
HOC/EFE,9,800,2,68.75,56.25,1,16
HOC/EFE,9,800,3,50.0,68.75,3,16
HOC/EFE,9,800,4,43.75,75.0,16,16
HOC/EFE,9,800,5,43.75,68.75,2,16
HOC/EFE,9,1500,1,56.25,75.0,31,16
HOC/EFE,9,1500,2,62.5,81.25,13,16
HOC/EFE,9,1500,3,43.75,81.25,27,16
HOC/EFE,9,1500,4,50.0,75.0,27,16
HOC/EFE,9,1500,5,50.0,75.0,1,16
HOC/EFE,9,3000,1,56.25,68.75,13,16
HOC/EFE,9,3000,2,62.5,62.5,8,16
HOC/EFE,9,3000,3,81.25,81.25,13,16
HOC/EFE,9,3000,4,56.25,75.0,8,16
HOC/EFE,9,3000,5,56.25,81.25,9,16
HOC/EFE,9,4000,1,56.25,75.0,8,16
HOC/EFE,9,4000,2,56.25,62.5,20,16
HOC/EFE,9,4000,3,81.25,75.0,24,16
HOC/EFE,9,4000,4,62.5,68.75,1,16
HOC/EFE,9,4000,5,62.5,75.0,8,16
HOC/EFE,10,800,1,81.25,62.5,5,16
HOC/EFE,10,800,2,68.75,81.25,28,16
HOC/EFE,10,800,3,56.25,75.0,10,16
HOC/EFE,10,800,4,68.75,56.25,19,16
HOC/EFE,10,800,5,81.25,87.5,11,16
HOC/EFE,10,1500,1,43.75,75.0,11,16
HOC/EFE,10,1500,2,50.0,75.0,20,16
HOC/EFE,10,1500,3,68.75,87.5,13,16
HOC/EFE,10,1500,4,62.5,87.5,19,16
HOC/EFE,10,1500,5,62.5,75.0,10,16
HOC/EFE,10,3000,1,31.25,75.0,5,16
HOC/EFE,10,3000,2,62.5,75.0,1,16
HOC/EFE,10,3000,3,56.25,68.75,41,16
HOC/EFE,10,3000,4,56.25,68.75,8,16
HOC/EFE,10,3000,5,50.0,75.0,4,16
HOC/EFE,10,4000,1,50.0,81.25,26,16
HOC/EFE,10,4000,2,50.0,75.0,1,16
