subject,800,1500,3000,4000
1,60.0,66.66666666666666,47.77777777777778,55.55555555555556
2,55.00000000000001,63.74999999999999,72.5,60.0
3,73.75,80.0,80.0,76.25
4,77.5,92.5,87.5,92.5
5,61.72839506172839,80.24691358024691,74.07407407407408,80.24691358024691
6,65.0,60.0,68.75,63.74999999999999
7,63.74999999999999,81.25,82.5,75.0
8,60.0,53.75,53.75,51.24999999999999
9,43.75,56.25,65.0,57.49999999999999
10,58.75,58.75,56.25,45.0
11,53.75,63.74999999999999,62.5,70.0
12,56.25,61.25000000000001,62.5,58.75
13,56.25,60.0,65.0,70.0
14,56.25,61.25000000000001,65.0,62.5
15,73.75,75.0,67.5,77.5
16,62.5,65.0,68.75,63.74999999999999
17,60.0,57.49999999999999,62.5,51.24999999999999
18,82.5,73.75,75.0,78.75
