pair,subject,window_ms,fold,accuracy,val_accuracy,best_epoch,n_test
EFE/SFE,1,800,1,61.111111111111114,66.66666666666667,3,18
EFE/SFE,1,800,2,50.0,88.88888888888889,6,18
EFE/SFE,1,800,3,44.44444444444444,72.22222222222223,9,18
EFE/SFE,1,800,4,33.333333333333336,88.88888888888889,21,18
EFE/SFE,1,800,5,55.55555555555556,77.77777777777777,12,18
EFE/SFE,1,1500,1,88.88888888888889,55.55555555555556,4,18
EFE/SFE,1,1500,2,61.111111111111114,66.66666666666667,1,18
EFE/SFE,1,1500,3,50.0,72.22222222222223,2,18
EFE/SFE,1,1500,4,61.111111111111114,83.33333333333333,3,18
EFE/SFE,1,1500,5,72.22222222222223,77.77777777777777,6,18
EFE/SFE,1,3000,1,77.77777777777777,61.111111111111114,5,18
EFE/SFE,1,3000,2,61.111111111111114,72.22222222222223,1,18
EFE/SFE,1,3000,3,55.55555555555556,72.22222222222223,2,18
EFE/SFE,1,3000,4,61.111111111111114,72.22222222222223,7,18
EFE/SFE,1,3000,5,83.33333333333333,66.66666666666667,5,18
EFE/SFE,1,4000,1,61.111111111111114,72.22222222222223,8,18
EFE/SFE,1,4000,2,50.0,72.22222222222223,13,18
EFE/SFE,1,4000,3,66.66666666666667,66.66666666666667,6,18
EFE/SFE,1,4000,4,55.55555555555556,77.77777777777777,1,18
EFE/SFE,1,4000,5,72.22222222222223,72.22222222222223,2,18
EFE/SFE,2,800,1,75.0,87.5,10,16
EFE/SFE,2,800,2,50.0,81.25,7,16
EFE/SFE,2,800,3,62.5,75.0,8,16
EFE/SFE,2,800,4,43.75,75.0,4,16
EFE/SFE,2,800,5,62.5,75.0,15,16
EFE/SFE,2,1500,1,68.75,81.25,4,16
EFE/SFE,2,1500,2,75.0,68.75,14,16
EFE/SFE,2,1500,3,56.25,81.25,3,16
EFE/SFE,2,1500,4,62.5,81.25,24,16
EFE/SFE,2,1500,5,75.0,62.5,7,16
EFE/SFE,2,3000,1,62.5,75.0,4,16
EFE/SFE,2,3000,2,62.5,62.5,10,16
EFE/SFE,2,3000,3,62.5,87.5,4,16
EFE/SFE,2,3000,4,75.0,81.25,10,16
EFE/SFE,2,3000,5,75.0,62.5,13,16
EFE/SFE,2,4000,1,62.5,75.0,6,16
EFE/SFE,2,4000,2,62.5,68.75,1,16
EFE/SFE,2,4000,3,56.25,81.25,4,16
EFE/SFE,2,4000,4,75.0,93.75,4,16
EFE/SFE,2,4000,5,50.0,68.75,14,16
EFE/SFE,3,800,1,81.25,87.5,2,16
EFE/SFE,3,800,2,81.25,93.75,6,16
EFE/SFE,3,800,3,93.75,93.75,4,16
EFE/SFE,3,800,4,75.0,100.0,6,16
EFE/SFE,3,800,5,100.0,81.25,2,16
