scope,pair,contrast,window,n_subjects,mean_x,mean_y,diff,sd_diff,t,p_ttest,p_wilcoxon,cohen_dz,n_x_better,n_y_better,n_ties,p_holm
pair,HOC_WFE,A - FINE,800,1,38.888889,50.0,-11.111111,,,,,,0,1,0,
pair,HOC_WFE,A - FINE,avg,1,38.888889,50.0,-11.111111,,,,,,0,1,0,
pair,HOC_WFE,B - FINE,800,1,44.444444,50.0,-5.555556,,,,,,0,1,0,
pair,HOC_WFE,B - FINE,avg,1,44.444444,50.0,-5.555556,,,,,,0,1,0,
pair,HOC_WFE,A - B,800,1,38.888889,44.444444,-5.555556,,,,,,0,1,0,
pair,HOC_WFE,A - B,avg,1,38.888889,44.444444,-5.555556,,,,,,0,1,0,
pair,HOC_WAA,A - FINE,800,1,61.111111,50.0,11.111111,,,,,,1,0,0,
pair,HOC_WAA,A - FINE,avg,1,61.111111,50.0,11.111111,,,,,,1,0,0,
pair,HOC_WAA,B - FINE,800,1,38.888889,50.0,-11.111111,,,,,,0,1,0,
pair,HOC_WAA,B - FINE,avg,1,38.888889,50.0,-11.111111,,,,,,0,1,0,
pair,HOC_WAA,A - B,800,1,61.111111,38.888889,22.222222,,,,,,1,0,0,
pair,HOC_WAA,A - B,avg,1,61.111111,38.888889,22.222222,,,,,,1,0,0,
pair,HOC_EPS,A - FINE,800,1,44.444444,33.333333,11.111111,,,,,,1,0,0,
pair,HOC_EPS,A - FINE,avg,1,44.444444,33.333333,11.111111,,,,,,1,0,0,
pair,HOC_EPS,B - FINE,800,1,66.666667,33.333333,33.333333,,,,,,1,0,0,
pair,HOC_EPS,B - FINE,avg,1,66.666667,33.333333,33.333333,,,,,,1,0,0,
pair,HOC_EPS,A - B,800,1,44.444444,66.666667,-22.222222,,,,,,0,1,0,
pair,HOC_EPS,A - B,avg,1,44.444444,66.666667,-22.222222,,,,,,0,1,0,
pair,HOC_EFE,A - FINE,800,1,72.222222,50.0,22.222222,,,,,,1,0,0,
pair,HOC_EFE,A - FINE,avg,1,72.222222,50.0,22.222222,,,,,,1,0,0,
