scope,pair,contrast,window,n_subjects,mean_x,mean_y,diff,sd_diff,t,p_ttest,p_wilcoxon,cohen_dz,n_x_better,n_y_better,n_ties,p_holm
pair,HOC_EFE,B - FINE,800,1,72.222222,50.0,22.222222,,,,,,1,0,0,
pair,HOC_EFE,B - FINE,avg,1,72.222222,50.0,22.222222,,,,,,1,0,0,
pair,HOC_EFE,A - B,800,1,72.222222,72.222222,0.0,,,,,,0,0,1,
pair,HOC_EFE,A - B,avg,1,72.222222,72.222222,0.0,,,,,,0,0,1,
pair,HOC_SPS,A - FINE,800,1,77.777778,50.0,27.777778,,,,,,1,0,0,
pair,HOC_SPS,A - FINE,avg,1,77.777778,50.0,27.777778,,,,,,1,0,0,
pair,HOC_SPS,B - FINE,800,1,66.666667,50.0,16.666667,,,,,,1,0,0,
pair,HOC_SPS,B - FINE,avg,1,66.666667,50.0,16.666667,,,,,,1,0,0,
pair,HOC_SPS,A - B,800,1,77.777778,66.666667,11.111111,,,,,,1,0,0,
pair,HOC_SPS,A - B,avg,1,77.777778,66.666667,11.111111,,,,,,1,0,0,
pair,HOC_SAA,A - FINE,800,1,50.0,50.0,0.0,,,,,,0,0,1,
pair,HOC_SAA,A - FINE,avg,1,50.0,50.0,0.0,,,,,,0,0,1,
pair,HOC_SAA,B - FINE,800,1,44.444444,50.0,-5.555556,,,,,,0,1,0,
pair,HOC_SAA,B - FINE,avg,1,44.444444,50.0,-5.555556,,,,,,0,1,0,
pair,HOC_SAA,A - B,800,1,50.0,44.444444,5.555556,,,,,,1,0,0,
pair,HOC_SAA,A - B,avg,1,50.0,44.444444,5.555556,,,,,,1,0,0,
pair,HOC_SFE,A - FINE,800,1,55.555556,55.555556,0.0,,,,,,0,0,1,
pair,HOC_SFE,A - FINE,avg,1,55.555556,55.555556,0.0,,,,,,0,0,1,
pair,HOC_SFE,B - FINE,800,1,38.888889,55.555556,-16.666667,,,,,,0,1,0,
pair,HOC_SFE,B - FINE,avg,1,38.888889,55.555556,-16.666667,,,,,,0,1,0,
pair,HOC_SFE,A - B,800,1,55.555556,38.888889,16.666667,,,,,,1,0,0,
pair,HOC_SFE,A - B,avg,1,55.555556,38.888889,16.666667,,,,,,1,0,0,
pair,WFE_WAA,A - FINE,800,1,61.111111,55.555556,5.555556,,,,,,1,0,0,
pair,WFE_WAA,A - FINE,avg,1,61.111111,55.555556,5.555556,,,,,,1,0,0,
pair,WFE_WAA,B - FINE,800,1,72.222222,55.555556,16.666667,,,,,,1,0,0,
pair,WFE_WAA,B - FINE,avg,1,72.222222,55.555556,16.666667,,,,,,1,0,0,
pair,WFE_WAA,A - B,800,1,61.111111,72.222222,-11.111111,,,,,,0,1,0,
pair,WFE_WAA,A - B,avg,1,61.111111,72.222222,-11.111111,,,,,,0,1,0,
pair,WFE_EPS,A - FINE,800,1,50.0,44.444444,5.555556,,,,,,1,0,0,
pair,WFE_EPS,A - FINE,avg,1,50.0,44.444444,5.555556,,,,,,1,0,0,
pair,WFE_EPS,B - FINE,800,1,44.444444,44.444444,0.0,,,,,,0,0,1,
pair,WFE_EPS,B - FINE,avg,1,44.444444,44.444444,0.0,,,,,,0,0,1,
pair,WFE_EPS,A - B,800,1,50.0,44.444444,5.555556,,,,,,1,0,0,
pair,WFE_EPS,A - B,avg,1,50.0,44.444444,5.555556,,,,,,1,0,0,
pair,WFE_EFE,A - FINE,800,1,38.888889,77.777778,-38.888889,,,,,,0,1,0,
pair,WFE_EFE,A - FINE,avg,1,38.888889,77.777778,-38.888889,,,,,,0,1,0,
pair,WFE_EFE,B - FINE,800,1,50.0,77.777778,-27.777778,,,,,,0,1,0,
pair,WFE_EFE,B - FINE,avg,1,50.0,77.777778,-27.777778,,,,,,0,1,0,
pair,WFE_EFE,A - B,800,1,38.888889,50.0,-11.111111,,,,,,0,1,0,
pair,WFE_EFE,A - B,avg,1,38.888889,50.0,-11.111111,,,,,,0,1,0,
pair,WFE_SPS,A - FINE,800,1,44.444444,66.666667,-22.222222,,,,,,0,1,0,
pair,WFE_SPS,A - FINE,avg,1,44.444444,66.666667,-22.222222,,,,,,0,1,0,
pair,WFE_SPS,B - FINE,800,1,72.222222,66.666667,5.555556,,,,,,1,0,0,
pair,WFE_SPS,B - FINE,avg,1,72.222222,66.666667,5.555556,,,,,,1,0,0,
pair,WFE_SPS,A - B,800,1,44.444444,72.222222,-27.777778,,,,,,0,1,0,
pair,WFE_SPS,A - B,avg,1,44.444444,72.222222,-27.777778,,,,,,0,1,0,
pair,WFE_SAA,A - FINE,800,1,50.0,44.444444,5.555556,,,,,,1,0,0,
pair,WFE_SAA,A - FINE,avg,1,50.0,44.444444,5.555556,,,,,,1,0,0,
pair,WFE_SAA,B - FINE,800,1,55.555556,44.444444,11.111111,,,,,,1,0,0,
pair,WFE_SAA,B - FINE,avg,1,55.555556,44.444444,11.111111,,,,,,1,0,0,
pair,WFE_SAA,A - B,800,1,50.0,55.555556,-5.555556,,,,,,0,1,0,
pair,WFE_SAA,A - B,avg,1,50.0,55.555556,-5.555556,,,,,,0,1,0,
pair,WFE_SFE,A - FINE,800,1,61.111111,44.444444,16.666667,,,,,,1,0,0,
pair,WFE_SFE,A - FINE,avg,1,61.111111,44.444444,16.666667,,,,,,1,0,0,
pair,WFE_SFE,B - FINE,800,1,50.0,44.444444,5.555556,,,,,,1,0,0,
pair,WFE_SFE,B - FINE,avg,1,50.0,44.444444,5.555556,,,,,,1,0,0,
pair,WFE_SFE,A - B,800,1,61.111111,50.0,11.111111,,,,,,1,0,0,
pair,WFE_SFE,A - B,avg,1,61.111111,50.0,11.111111,,,,,,1,0,0,
pair,WAA_EPS,A - FINE,800,1,50.0,50.0,0.0,,,,,,0,0,1,
pair,WAA_EPS,A - FINE,avg,1,50.0,50.0,0.0,,,,,,0,0,1,
pair,WAA_EPS,B - FINE,800,1,50.0,50.0,0.0,,,,,,0,0,1,
pair,WAA_EPS,B - FINE,avg,1,50.0,50.0,0.0,,,,,,0,0,1,
pair,WAA_EPS,A - B,800,1,50.0,50.0,0.0,,,,,,0,0,1,
pair,WAA_EPS,A - B,avg,1,50.0,50.0,0.0,,,,,,0,0,1,
pair,WAA_EFE,A - FINE,800,1,44.444444,66.666667,-22.222222,,,,,,0,1,0,
pair,WAA_EFE,A - FINE,avg,1,44.444444,66.666667,-22.222222,,,,,,0,1,0,
pair,WAA_EFE,B - FINE,800,1,55.555556,66.666667,-11.111111,,,,,,0,1,0,
pair,WAA_EFE,B - FINE,avg,1,55.555556,66.666667,-11.111111,,,,,,0,1,0,
pair,WAA_EFE,A - B,800,1,44.444444,55.555556,-11.111111,,,,,,0,1,0,
pair,WAA_EFE,A - B,avg,1,44.444444,55.555556,-11.111111,,,,,,0,1,0,
pair,WAA_SPS,A - FINE,800,1,38.888889,55.555556,-16.666667,,,,,,0,1,0,
pair,WAA_SPS,A - FINE,avg,1,38.888889,55.555556,-16.666667,,,,,,0,1,0,
pair,WAA_SPS,B - FINE,800,1,50.0,55.555556,-5.555556,,,,,,0,1,0,
pair,WAA_SPS,B - FINE,avg,1,50.0,55.555556,-5.555556,,,,,,0,1,0,
pair,WAA_SPS,A - B,800,1,38.888889,50.0,-11.111111,,,,,,0,1,0,
pair,WAA_SPS,A - B,avg,1,38.888889,50.0,-11.111111,,,,,,0,1,0,
pair,WAA_SAA,A - FINE,800,1,22.222222,55.555556,-33.333333,,,,,,0,1,0,
pair,WAA_SAA,A - FINE,avg,1,22.222222,55.555556,-33.333333,,,,,,0,1,0,
pair,WAA_SAA,B - FINE,800,1,33.333333,55.555556,-22.222222,,,,,,0,1,0,
pair,WAA_SAA,B - FINE,avg,1,33.333333,55.555556,-22.222222,,,,,,0,1,0,
pair,WAA_SAA,A - B,800,1,22.222222,33.333333,-11.111111,,,,,,0,1,0,
pair,WAA_SAA,A - B,avg,1,22.222222,33.333333,-11.111111,,,,,,0,1,0,
pair,WAA_SFE,A - FINE,800,1,55.555556,66.666667,-11.111111,,,,,,0,1,0,
pair,WAA_SFE,A - FINE,avg,1,55.555556,66.666667,-11.111111,,,,,,0,1,0,
pair,WAA_SFE,B - FINE,800,1,50.0,66.666667,-16.666667,,,,,,0,1,0,
pair,WAA_SFE,B - FINE,avg,1,50.0,66.666667,-16.666667,,,,,,0,1,0,
pair,WAA_SFE,A - B,800,1,55.555556,50.0,5.555556,,,,,,1,0,0,
pair,WAA_SFE,A - B,avg,1,55.555556,50.0,5.555556,,,,,,1,0,0,
pair,EPS_EFE,A - FINE,800,1,50.0,50.0,0.0,,,,,,0,0,1,
pair,EPS_EFE,A - FINE,avg,1,50.0,50.0,0.0,,,,,,0,0,1,
pair,EPS_EFE,B - FINE,800,1,55.555556,50.0,5.555556,,,,,,1,0,0,
pair,EPS_EFE,B - FINE,avg,1,55.555556,50.0,5.555556,,,,,,1,0,0,
pair,EPS_EFE,A - B,800,1,50.0,55.555556,-5.555556,,,,,,0,1,0,
pair,EPS_EFE,A - B,avg,1,50.0,55.555556,-5.555556,,,,,,0,1,0,
pair,EPS_SPS,A - FINE,800,1,50.0,38.888889,11.111111,,,,,,1,0,0,
pair,EPS_SPS,A - FINE,avg,1,50.0,38.888889,11.111111,,,,,,1,0,0,
pair,EPS_SPS,B - FINE,800,1,44.444444,38.888889,5.555556,,,,,,1,0,0,
pair,EPS_SPS,B - FINE,avg,1,44.444444,38.888889,5.555556,,,,,,1,0,0,
pair,EPS_SPS,A - B,800,1,50.0,44.444444,5.555556,,,,,,1,0,0,
pair,EPS_SPS,A - B,avg,1,50.0,44.444444,5.555556,,,,,,1,0,0,
pair,EPS_SAA,A - FINE,800,1,66.666667,50.0,16.666667,,,,,,1,0,0,
pair,EPS_SAA,A - FINE,avg,1,66.666667,50.0,16.666667,,,,,,1,0,0,
pair,EPS_SAA,B - FINE,800,1,55.555556,50.0,5.555556,,,,,,1,0,0,
pair,EPS_SAA,B - FINE,avg,1,55.555556,50.0,5.555556,,,,,,1,0,0,
pair,EPS_SAA,A - B,800,1,66.666667,55.555556,11.111111,,,,,,1,0,0,
pair,EPS_SAA,A - B,avg,1,66.666667,55.555556,11.111111,,,,,,1,0,0,
pair,EPS_SFE,A - FINE,800,1,66.666667,66.666667,0.0,,,,,,0,0,1,
pair,EPS_SFE,A - FINE,avg,1,66.666667,66.666667,0.0,,,,,,0,0,1,
pair,EPS_SFE,B - FINE,800,1,77.777778,66.666667,11.111111,,,,,,1,0,0,
pair,EPS_SFE,B - FINE,avg,1,77.777778,66.666667,11.111111,,,,,,1,0,0,
pair,EPS_SFE,A - B,800,1,66.666667,77.777778,-11.111111,,,,,,0,1,0,
pair,EPS_SFE,A - B,avg,1,66.666667,77.777778,-11.111111,,,,,,0,1,0,
pair,EFE_SPS,A - FINE,800,1,66.666667,61.111111,5.555556,,,,,,1,0,0,
pair,EFE_SPS,A - FINE,avg,1,66.666667,61.111111,5.555556,,,,,,1,0,0,
pair,EFE_SPS,B - FINE,800,1,50.0,61.111111,-11.111111,,,,,,0,1,0,
pair,EFE_SPS,B - FINE,avg,1,50.0,61.111111,-11.111111,,,,,,0,1,0,
pair,EFE_SPS,A - B,800,1,66.666667,50.0,16.666667,,,,,,1,0,0,
pair,EFE_SPS,A - B,avg,1,66.666667,50.0,16.666667,,,,,,1,0,0,
pair,EFE_SAA,A - FINE,800,1,61.111111,72.222222,-11.111111,,,,,,0,1,0,
pair,EFE_SAA,A - FINE,avg,1,61.111111,72.222222,-11.111111,,,,,,0,1,0,
pair,EFE_SAA,B - FINE,800,1,50.0,72.222222,-22.222222,,,,,,0,1,0,
pair,EFE_SAA,B - FINE,avg,1,50.0,72.222222,-22.222222,,,,,,0,1,0,
pair,EFE_SAA,A - B,800,1,61.111111,50.0,11.111111,,,,,,1,0,0,
pair,EFE_SAA,A - B,avg,1,61.111111,50.0,11.111111,,,,,,1,0,0,
pair,EFE_SFE,A - FINE,800,1,61.111111,50.0,11.111111,,,,,,1,0,0,
pair,EFE_SFE,A - FINE,avg,1,61.111111,50.0,11.111111,,,,,,1,0,0,
pair,EFE_SFE,B - FINE,800,1,44.444444,50.0,-5.555556,,,,,,0,1,0,
pair,EFE_SFE,B - FINE,avg,1,44.444444,50.0,-5.555556,,,,,,0,1,0,
pair,EFE_SFE,A - B,800,1,61.111111,44.444444,16.666667,,,,,,1,0,0,
pair,EFE_SFE,A - B,avg,1,61.111111,44.444444,16.666667,,,,,,1,0,0,
pair,SPS_SAA,A - FINE,800,1,44.444444,50.0,-5.555556,,,,,,0,1,0,
pair,SPS_SAA,A - FINE,avg,1,44.444444,50.0,-5.555556,,,,,,0,1,0,
pair,SPS_SAA,B - FINE,800,1,50.0,50.0,0.0,,,,,,0,0,1,
pair,SPS_SAA,B - FINE,avg,1,50.0,50.0,0.0,,,,,,0,0,1,
pair,SPS_SAA,A - B,800,1,44.444444,50.0,-5.555556,,,,,,0,1,0,
pair,SPS_SAA,A - B,avg,1,44.444444,50.0,-5.555556,,,,,,0,1,0,
pair,SPS_SFE,A - FINE,800,1,61.111111,61.111111,0.0,,,,,,0,0,1,
pair,SPS_SFE,A - FINE,avg,1,61.111111,61.111111,0.0,,,,,,0,0,1,
pair,SPS_SFE,B - FINE,800,1,50.0,61.111111,-11.111111,,,,,,0,1,0,
pair,SPS_SFE,B - FINE,avg,1,50.0,61.111111,-11.111111,,,,,,0,1,0,
pair,SPS_SFE,A - B,800,1,61.111111,50.0,11.111111,,,,,,1,0,0,
pair,SPS_SFE,A - B,avg,1,61.111111,50.0,11.111111,,,,,,1,0,0,
pair,SAA_SFE,A - FINE,800,1,55.555556,33.333333,22.222222,,,,,,1,0,0,
pair,SAA_SFE,A - FINE,avg,1,55.555556,33.333333,22.222222,,,,,,1,0,0,
pair,SAA_SFE,B - FINE,800,1,72.222222,33.333333,38.888889,,,,,,1,0,0,
pair,SAA_SFE,B - FINE,avg,1,72.222222,33.333333,38.888889,,,,,,1,0,0,
pair,SAA_SFE,A - B,800,1,55.555556,72.222222,-16.666667,,,,,,0,1,0,
pair,SAA_SFE,A - B,avg,1,55.555556,72.222222,-16.666667,,,,,,0,1,0,
pooled,ALL(28),A - FINE,800,1,53.571429,53.571429,0.0,,,,,,0,0,1,
pooled,ALL(28),A - FINE,avg,1,53.571429,53.571429,0.0,,,,,,0,0,1,
pooled,ALL(28),B - FINE,800,1,53.769841,53.571429,0.198413,,,,,,1,0,0,
pooled,ALL(28),B - FINE,avg,1,53.769841,53.571429,0.198413,,,,,,1,0,0,
pooled,ALL(28),A - B,800,1,53.571429,53.769841,-0.198413,,,,,,0,1,0,
pooled,ALL(28),A - B,avg,1,53.571429,53.769841,-0.198413,,,,,,0,1,0,
