pair,mode,subject,window_ms,accuracy,n_test
WFE/SAA,fbc,1,4000,66.66666666666666,90
WFE/SAA,fbc,2,4000,47.5,80
WFE/SAA,fbc,3,4000,81.25,80
WFE/SAA,fbc,4,4000,75.0,80
WFE/SAA,fbc,5,4000,53.75,80
WFE/SAA,fbc,6,4000,52.5,80
WFE/SAA,fbc,7,4000,63.74999999999999,80
WFE/SAA,fbc,8,4000,55.00000000000001,80
WFE/SAA,fbc,9,4000,51.24999999999999,80
WFE/SAA,fbc,10,4000,60.0,80
WFE/SAA,fbc,11,4000,57.49999999999999,80
WFE/SAA,fbc,12,4000,63.74999999999999,80
WFE/SAA,fbc,13,4000,51.24999999999999,80
WFE/SAA,fbc,14,4000,48.75,80
WFE/SAA,fbc,15,4000,52.5,80
WFE/SAA,fbc,16,4000,53.75,80
WFE/SAA,fbc,17,4000,52.5,80
WFE/SAA,fbc,18,4000,66.25,80
