pair,mode,subject,acc,kappa,f1,sens,spec,pred1,p_chance,n,proximity,joints
HOC/WFE,fbc,16,47.5,-0.050000000000000044,0.4696969696969697,37.5,57.49999999999999,40.0,0.7117846869058034,80,adjacent,hand-wrist
HOC/WFE,fbc,17,45.0,-0.09999999999999998,0.4444444444444444,35.0,55.00000000000001,40.0,0.8428467100680315,80,adjacent,hand-wrist
HOC/WFE,fbc,18,60.0,0.19999999999999996,0.5989974937343359,55.00000000000001,65.0,45.0,0.04645594111027311,80,adjacent,hand-wrist
SAA/SFE,fbc,1,52.22222222222223,0.04444444444444451,0.5193143708856043,60.0,44.44444444444444,57.77777777777777,0.37601660079929755,90,same,shoulder-shoulder
SAA/SFE,fbc,2,45.0,-0.09999999999999998,0.44862155388471175,40.0,50.0,45.0,0.8428467100680315,80,same,shoulder-shoulder
SAA/SFE,fbc,3,57.49999999999999,0.1499999999999999,0.5739348370927319,52.5,62.5,45.0,0.10925901973935187,80,same,shoulder-shoulder
SAA/SFE,fbc,4,48.75,-0.025000000000000022,0.48549019607843136,55.00000000000001,42.5,56.25,0.6312228455078387,80,same,shoulder-shoulder
SAA/SFE,fbc,5,44.44444444444444,-0.11501988375650041,0.4319775596072931,58.536585365853654,30.0,64.19753086419753,0.8667938451643399,81,same,shoulder-shoulder
SAA/SFE,fbc,6,57.49999999999999,0.1499999999999999,0.5682539682539682,70.0,45.0,62.5,0.10925901973935187,80,same,shoulder-shoulder
SAA/SFE,fbc,7,51.24999999999999,0.02499999999999991,0.5087387812942843,42.5,60.0,41.25,0.4555360606130464,80,same,shoulder-shoulder
SAA/SFE,fbc,8,57.49999999999999,0.1499999999999999,0.5682539682539682,70.0,45.0,62.5,0.10925901973935187,80,same,shoulder-shoulder
SAA/SFE,fbc,9,43.75,-0.125,0.4266602962255136,30.0,57.49999999999999,36.25,0.8907409802606481,80,same,shoulder-shoulder
SAA/SFE,fbc,10,43.75,-0.125,0.43529411764705883,50.0,37.5,56.25,0.8907409802606481,80,same,shoulder-shoulder
SAA/SFE,fbc,11,47.5,-0.050000000000000044,0.4736842105263158,52.5,42.5,55.00000000000001,0.7117846869058034,80,same,shoulder-shoulder
SAA/SFE,fbc,12,46.25,-0.07499999999999996,0.46241600250039067,45.0,47.5,48.75,0.7829788723272606,80,same,shoulder-shoulder
SAA/SFE,fbc,13,57.49999999999999,0.1499999999999999,0.5725958516656191,65.0,50.0,57.49999999999999,0.10925901973935187,80,same,shoulder-shoulder
SAA/SFE,fbc,14,46.25,-0.07499999999999996,0.46039215686274515,52.5,40.0,56.25,0.7829788723272606,80,same,shoulder-shoulder
SAA/SFE,fbc,15,41.25,-0.17500000000000004,0.4124081887794968,42.5,40.0,51.24999999999999,0.9535440588897269,80,same,shoulder-shoulder
SAA/SFE,fbc,16,48.75,-0.025000000000000022,0.48677828195900485,45.0,52.5,46.25,0.6312228455078387,80,same,shoulder-shoulder
SAA/SFE,fbc,17,52.5,0.050000000000000044,0.525,52.5,52.5,50.0,0.3687771544921613,80,same,shoulder-shoulder
SAA/SFE,fbc,18,70.0,0.3999999999999999,0.6952380952380952,57.49999999999999,82.5,37.5,0.0002257586359574054,80,same,shoulder-shoulder
SPS/SAA,fbc,1,46.666666666666664,-0.06666666666666665,0.46561108362196935,42.22222222222222,51.11111111111111,45.55555555555556,0.7696037636405144,90,same,shoulder-shoulder
SPS/SAA,fbc,2,42.5,-0.15000000000000002,0.42464040025015637,45.0,40.0,52.5,0.9271822727985086,80,same,shoulder-shoulder
SPS/SAA,fbc,3,78.75,0.575,0.7866666666666666,85.0,72.5,56.25,1.1330702522337731e-07,80,same,shoulder-shoulder
SPS/SAA,fbc,4,81.25,0.625,0.8117647058823529,75.0,87.5,43.75,7.05733420490698e-09,80,same,shoulder-shoulder
SPS/SAA,fbc,5,42.5,-0.15000000000000002,0.42464040025015637,40.0,45.0,47.5,0.9271822727985086,80,same,shoulder-shoulder
SPS/SAA,fbc,6,47.5,-0.050000000000000044,0.47203016970458833,55.00000000000001,40.0,57.49999999999999,0.7117846869058034,80,same,shoulder-shoulder
SPS/SAA,fbc,7,66.25,0.32499999999999996,0.6620247222656861,70.0,62.5,53.75,0.0024340770747797117,80,same,shoulder-shoulder
SPS/SAA,fbc,8,55.00000000000001,0.10000000000000009,0.52,80.0,30.0,75.0,0.21702112767273937,80,same,shoulder-shoulder
SPS/SAA,fbc,9,47.5,-0.050000000000000044,0.4696969696969697,37.5,57.49999999999999,40.0,0.7117846869058034,80,same,shoulder-shoulder
SPS/SAA,fbc,10,60.0,0.19999999999999996,0.5977372721558768,67.5,52.5,57.49999999999999,0.04645594111027311,80,same,shoulder-shoulder
SPS/SAA,fbc,11,45.0,-0.09999999999999998,0.44862155388471175,50.0,40.0,55.00000000000001,0.8428467100680315,80,same,shoulder-shoulder
SPS/SAA,fbc,12,53.75,0.07499999999999996,0.5339316643048339,45.0,62.5,41.25,0.28821531309419657,80,same,shoulder-shoulder
SPS/SAA,fbc,13,68.75,0.375,0.6874511642444132,67.5,70.0,48.75,0.0005263674286766723,80,same,shoulder-shoulder
SPS/SAA,fbc,14,58.75,0.17500000000000004,0.5869191049913942,55.00000000000001,62.5,46.25,0.07281772720149135,80,same,shoulder-shoulder
SPS/SAA,fbc,15,50.0,0.0,0.497171590194846,57.49999999999999,42.5,57.49999999999999,0.5444639393869536,80,same,shoulder-shoulder
SPS/SAA,fbc,16,56.25,0.125,0.5568919132774173,45.0,67.5,38.75,0.15715328993196853,80,same,shoulder-shoulder
SPS/SAA,fbc,17,46.25,-0.07499999999999996,0.46039215686274515,52.5,40.0,56.25,0.7829788723272606,80,same,shoulder-shoulder
SPS/SAA,fbc,18,61.25000000000001,0.2250000000000001,0.6095103133364824,52.5,70.0,41.25,0.028332213172560572,80,same,shoulder-shoulder
SPS/SFE,fbc,1,48.888888888888886,-0.022222222222222254,0.4866071428571429,42.22222222222222,55.55555555555556,43.333333333333336,0.6239833992007024,90,same,shoulder-shoulder
SPS/SFE,fbc,2,43.75,-0.125,0.4222436206066442,60.0,27.500000000000004,66.25,0.8907409802606481,80,same,shoulder-shoulder
SPS/SFE,fbc,3,67.5,0.3500000000000001,0.675,67.5,67.5,50.0,0.001162270644044352,80,same,shoulder-shoulder
SPS/SFE,fbc,4,65.0,0.30000000000000004,0.6497811131957474,62.5,67.5,47.5,0.004841424961528786,80,same,shoulder-shoulder
SPS/SFE,fbc,5,54.32098765432099,0.08488549618320601,0.5406896551724139,60.97560975609756,47.5,56.79012345679012,0.2526182203834679,81,same,shoulder-shoulder
SPS/SFE,fbc,6,62.5,0.25,0.625,62.5,62.5,50.0,0.016496309213238095,80,same,shoulder-shoulder
SPS/SFE,fbc,7,57.49999999999999,0.1499999999999999,0.575,57.49999999999999,57.49999999999999,50.0,0.10925901973935187,80,same,shoulder-shoulder
SPS/SFE,fbc,8,48.75,-0.025000000000000022,0.48549019607843136,55.00000000000001,42.5,56.25,0.6312228455078387,80,same,shoulder-shoulder
SPS/SFE,fbc,9,45.0,-0.09999999999999998,0.44688874921433064,37.5,52.5,42.5,0.8428467100680315,80,same,shoulder-shoulder
SPS/SFE,fbc,10,55.00000000000001,0.10000000000000009,0.549718574108818,57.49999999999999,52.5,52.5,0.21702112767273937,80,same,shoulder-shoulder
SPS/SFE,fbc,11,52.5,0.050000000000000044,0.5223130106851037,45.0,60.0,42.5,0.3687771544921613,80,same,shoulder-shoulder
SPS/SFE,fbc,12,57.49999999999999,0.1499999999999999,0.5707070707070707,47.5,67.5,40.0,0.10925901973935187,80,same,shoulder-shoulder
SPS/SFE,fbc,13,62.5,0.25,0.6212121212121212,72.5,52.5,60.0,0.016496309213238095,80,same,shoulder-shoulder
SPS/SFE,fbc,14,43.75,-0.125,0.43741209563994377,42.5,45.0,48.75,0.8907409802606481,80,same,shoulder-shoulder
SPS/SFE,fbc,15,55.00000000000001,0.10000000000000009,0.549718574108818,52.5,57.49999999999999,47.5,0.21702112767273937,80,same,shoulder-shoulder
SPS/SFE,fbc,16,51.24999999999999,0.02499999999999991,0.4992778045257583,35.0,67.5,33.75,0.4555360606130464,80,same,shoulder-shoulder
SPS/SFE,fbc,17,51.24999999999999,0.02499999999999991,0.5062509890805508,62.5,40.0,61.25000000000001,0.4555360606130464,80,same,shoulder-shoulder
SPS/SFE,fbc,18,70.0,0.3999999999999999,0.7,70.0,70.0,50.0,0.0002257586359574054,80,same,shoulder-shoulder
WAA/EFE,fbc,1,68.88888888888889,0.37777777777777777,0.686411149825784,77.77777777777779,60.0,58.88888888888889,0.0002189610983170669,90,adjacent,wrist-elbow
WAA/EFE,fbc,2,55.00000000000001,0.10000000000000009,0.55,55.00000000000001,55.00000000000001,50.0,0.21702112767273937,80,adjacent,wrist-elbow
WAA/EFE,fbc,3,48.75,-0.025000000000000022,0.4874199093608376,50.0,47.5,51.24999999999999,0.6312228455078387,80,adjacent,wrist-elbow
WAA/EFE,fbc,4,61.25000000000001,0.2250000000000001,0.6095103133364824,52.5,70.0,41.25,0.028332213172560572,80,adjacent,wrist-elbow
WAA/EFE,fbc,5,52.5,0.050000000000000044,0.5247029393370857,55.00000000000001,50.0,52.5,0.3687771544921613,80,adjacent,wrist-elbow
WAA/EFE,fbc,6,52.5,0.050000000000000044,0.5238095238095238,47.5,57.49999999999999,45.0,0.3687771544921613,80,adjacent,wrist-elbow
WAA/EFE,fbc,7,62.5,0.25,0.6190476190476191,75.0,50.0,62.5,0.016496309213238095,80,adjacent,wrist-elbow
WAA/EFE,fbc,8,51.24999999999999,0.02499999999999991,0.5031055900621118,65.0,37.5,63.74999999999999,0.4555360606130464,80,adjacent,wrist-elbow
WAA/EFE,fbc,9,60.0,0.19999999999999996,0.595959595959596,50.0,70.0,40.0,0.04645594111027311,80,adjacent,wrist-elbow
WAA/EFE,fbc,10,45.0,-0.09999999999999998,0.44965603502188867,47.5,42.5,52.5,0.8428467100680315,80,adjacent,wrist-elbow
WAA/EFE,fbc,11,47.5,-0.050000000000000044,0.474671669793621,50.0,45.0,52.5,0.7117846869058034,80,adjacent,wrist-elbow
WAA/EFE,fbc,12,45.0,-0.09999999999999998,0.45,45.0,45.0,50.0,0.8428467100680315,80,adjacent,wrist-elbow
WAA/EFE,fbc,13,47.5,-0.050000000000000044,0.4696969696969697,37.5,57.49999999999999,40.0,0.7117846869058034,80,adjacent,wrist-elbow
WAA/EFE,fbc,14,68.75,0.375,0.6874511642444132,70.0,67.5,51.24999999999999,0.0005263674286766723,80,adjacent,wrist-elbow
WAA/EFE,fbc,15,63.74999999999999,0.2749999999999999,0.6328532995727172,75.0,52.5,61.25000000000001,0.00915804875845816,80,adjacent,wrist-elbow
WAA/EFE,fbc,16,56.25,0.125,0.5568919132774173,45.0,67.5,38.75,0.15715328993196853,80,adjacent,wrist-elbow
WAA/EFE,fbc,17,61.25000000000001,0.2250000000000001,0.6019900497512438,77.5,45.0,66.25,0.028332213172560572,80,adjacent,wrist-elbow
WAA/EFE,fbc,18,60.0,0.19999999999999996,0.5989974937343359,65.0,55.00000000000001,55.00000000000001,0.04645594111027311,80,adjacent,wrist-elbow
WAA/EPS,fbc,1,54.44444444444444,0.0888888888888888,0.5439377085650723,57.77777777777777,51.11111111111111,53.333333333333336,0.23039623635948556,90,adjacent,wrist-elbow
WAA/EPS,fbc,2,48.75,-0.025000000000000022,0.48549019607843136,42.5,55.00000000000001,43.75,0.6312228455078387,80,adjacent,wrist-elbow
WAA/EPS,fbc,3,41.25,-0.17500000000000004,0.4124081887794968,40.0,42.5,48.75,0.9535440588897269,80,adjacent,wrist-elbow
WAA/EPS,fbc,4,68.75,0.375,0.6834942237695838,80.0,57.49999999999999,61.25000000000001,0.0005263674286766723,80,adjacent,wrist-elbow
WAA/EPS,fbc,5,48.75,-0.025000000000000022,0.4874199093608376,50.0,47.5,51.24999999999999,0.6312228455078387,80,adjacent,wrist-elbow
WAA/EPS,fbc,6,48.75,-0.025000000000000022,0.48677828195900485,45.0,52.5,46.25,0.6312228455078387,80,adjacent,wrist-elbow
WAA/EPS,fbc,7,58.75,0.17500000000000004,0.5843174303259329,67.5,50.0,58.75,0.07281772720149135,80,adjacent,wrist-elbow
WAA/EPS,fbc,8,53.75,0.07499999999999996,0.5285873546743112,67.5,40.0,63.74999999999999,0.28821531309419657,80,adjacent,wrist-elbow
WAA/EPS,fbc,9,43.75,-0.125,0.43529411764705883,50.0,37.5,56.25,0.8907409802606481,80,adjacent,wrist-elbow
WAA/EPS,fbc,10,40.0,-0.19999999999999996,0.39849624060150374,45.0,35.0,55.00000000000001,0.9716677868274395,80,adjacent,wrist-elbow
WAA/EPS,fbc,11,57.49999999999999,0.1499999999999999,0.5682539682539682,70.0,45.0,62.5,0.10925901973935187,80,adjacent,wrist-elbow
WAA/EPS,fbc,12,46.25,-0.07499999999999996,0.4617430762009075,50.0,42.5,53.75,0.7829788723272606,80,adjacent,wrist-elbow
WAA/EPS,fbc,13,48.75,-0.025000000000000022,0.48549019607843136,55.00000000000001,42.5,56.25,0.6312228455078387,80,adjacent,wrist-elbow
WAA/EPS,fbc,14,55.00000000000001,0.10000000000000009,0.549718574108818,52.5,57.49999999999999,47.5,0.21702112767273937,80,adjacent,wrist-elbow
WAA/EPS,fbc,15,47.5,-0.050000000000000044,0.474671669793621,50.0,45.0,52.5,0.7117846869058034,80,adjacent,wrist-elbow
WAA/EPS,fbc,16,51.24999999999999,0.02499999999999991,0.5087387812942843,42.5,60.0,41.25,0.4555360606130464,80,adjacent,wrist-elbow
WAA/EPS,fbc,17,47.5,-0.050000000000000044,0.4696969696969697,57.49999999999999,37.5,60.0,0.7117846869058034,80,adjacent,wrist-elbow
WAA/EPS,fbc,18,47.5,-0.050000000000000044,0.4696969696969697,37.5,57.49999999999999,40.0,0.7117846869058034,80,adjacent,wrist-elbow
WAA/SAA,fbc,1,58.88888888888889,0.1777777777777778,0.5884315906562847,55.55555555555556,62.22222222222222,46.666666666666664,0.05667217702171029,90,distant,wrist-shoulder
WAA/SAA,fbc,2,46.25,-0.07499999999999996,0.46039215686274515,40.0,52.5,43.75,0.7829788723272606,80,distant,wrist-shoulder
WAA/SAA,fbc,3,86.25,0.7250000000000001,0.8623063683304647,82.5,90.0,46.25,1.0247576593587948e-11,80,distant,wrist-shoulder
WAA/SAA,fbc,4,88.75,0.7749999999999999,0.8870588235294118,82.5,95.0,43.75,2.1869890911195873e-13,80,distant,wrist-shoulder
WAA/SAA,fbc,5,56.25,0.125,0.5618838992332968,52.5,60.0,46.25,0.15715328993196853,80,distant,wrist-shoulder
WAA/SAA,fbc,6,62.5,0.25,0.6247654784240151,60.0,65.0,47.5,0.016496309213238095,80,distant,wrist-shoulder
WAA/SAA,fbc,7,70.0,0.3999999999999999,0.6992481203007519,75.0,65.0,55.00000000000001,0.0002257586359574054,80,distant,wrist-shoulder
WAA/SAA,fbc,8,47.5,-0.050000000000000044,0.47203016970458833,55.00000000000001,40.0,57.49999999999999,0.7117846869058034,80,distant,wrist-shoulder
WAA/SAA,fbc,9,63.74999999999999,0.2749999999999999,0.6360784313725489,57.49999999999999,70.0,43.75,0.00915804875845816,80,distant,wrist-shoulder
WAA/SAA,fbc,10,50.0,0.0,0.4996873045653534,52.5,47.5,52.5,0.5444639393869536,80,distant,wrist-shoulder
WAA/SAA,fbc,11,55.00000000000001,0.10000000000000009,0.55,55.00000000000001,55.00000000000001,50.0,0.21702112767273937,80,distant,wrist-shoulder
WAA/SAA,fbc,12,52.5,0.050000000000000044,0.5202020202020202,62.5,42.5,60.0,0.3687771544921613,80,distant,wrist-shoulder
WAA/SAA,fbc,13,61.25000000000001,0.2250000000000001,0.6119543107494915,57.49999999999999,65.0,46.25,0.028332213172560572,80,distant,wrist-shoulder
WAA/SAA,fbc,14,60.0,0.19999999999999996,0.5997498436522827,57.49999999999999,62.5,47.5,0.04645594111027311,80,distant,wrist-shoulder
WAA/SAA,fbc,15,43.75,-0.125,0.43670787044281023,47.5,40.0,53.75,0.8907409802606481,80,distant,wrist-shoulder
WAA/SAA,fbc,16,57.49999999999999,0.1499999999999999,0.5747342088805503,60.0,55.00000000000001,52.5,0.10925901973935187,80,distant,wrist-shoulder
WAA/SAA,fbc,17,63.74999999999999,0.2749999999999999,0.634703196347032,72.5,55.00000000000001,58.75,0.00915804875845816,80,distant,wrist-shoulder
WAA/SAA,fbc,18,75.0,0.5,0.7498436522826767,72.5,77.5,47.5,4.290279933524806e-06,80,distant,wrist-shoulder
WAA/SFE,fbc,1,51.11111111111111,0.022222222222222143,0.5072175211548033,60.0,42.22222222222222,58.88888888888889,0.4580644385056452,90,distant,wrist-shoulder
WAA/SFE,fbc,2,38.75,-0.22499999999999998,0.3850980392156863,45.0,32.5,56.25,0.9835036907867619,80,distant,wrist-shoulder
WAA/SFE,fbc,3,71.25,0.42500000000000004,0.7120951337818808,75.0,67.5,53.75,9.155828206487555e-05,80,distant,wrist-shoulder
WAA/SFE,fbc,4,81.25,0.625,0.8122359568142701,85.0,77.5,53.75,7.05733420490698e-09,80,distant,wrist-shoulder
WAA/SFE,fbc,5,64.19753086419753,0.2831858407079645,0.6411000763941941,68.29268292682927,60.0,54.32098765432099,0.006999736859993468,81,distant,wrist-shoulder
WAA/SFE,fbc,6,57.49999999999999,0.1499999999999999,0.5725958516656191,65.0,50.0,57.49999999999999,0.10925901973935187,80,distant,wrist-shoulder
WAA/SFE,fbc,7,56.25,0.125,0.5624316299421784,57.49999999999999,55.00000000000001,51.24999999999999,0.15715328993196853,80,distant,wrist-shoulder
WAA/SFE,fbc,8,51.24999999999999,0.02499999999999991,0.4992778045257583,67.5,35.0,66.25,0.4555360606130464,80,distant,wrist-shoulder
WAA/SFE,fbc,9,53.75,0.07499999999999996,0.5356862745098039,47.5,60.0,43.75,0.28821531309419657,80,distant,wrist-shoulder
WAA/SFE,fbc,10,68.75,0.375,0.6862745098039216,75.0,62.5,56.25,0.0005263674286766723,80,distant,wrist-shoulder
WAA/SFE,fbc,11,60.0,0.19999999999999996,0.5977372721558768,67.5,52.5,57.49999999999999,0.04645594111027311,80,distant,wrist-shoulder
WAA/SFE,fbc,12,46.25,-0.07499999999999996,0.46241600250039067,45.0,47.5,48.75,0.7829788723272606,80,distant,wrist-shoulder
WAA/SFE,fbc,13,60.0,0.19999999999999996,0.5977372721558768,52.5,67.5,42.5,0.04645594111027311,80,distant,wrist-shoulder
WAA/SFE,fbc,14,60.0,0.19999999999999996,0.5989974937343359,55.00000000000001,65.0,45.0,0.04645594111027311,80,distant,wrist-shoulder
WAA/SFE,fbc,15,58.75,0.17500000000000004,0.5874355368026254,57.49999999999999,60.0,48.75,0.07281772720149135,80,distant,wrist-shoulder
WAA/SFE,fbc,16,60.0,0.19999999999999996,0.5997498436522827,57.49999999999999,62.5,47.5,0.04645594111027311,80,distant,wrist-shoulder
WAA/SFE,fbc,17,66.25,0.32499999999999996,0.6581737616711505,77.5,55.00000000000001,61.25000000000001,0.0024340770747797117,80,distant,wrist-shoulder
WAA/SFE,fbc,18,76.25,0.5249999999999999,0.7621655452980755,80.0,72.5,53.75,1.3659349614411326e-06,80,distant,wrist-shoulder
WAA/SPS,fbc,1,53.333333333333336,0.06666666666666665,0.5333333333333333,53.333333333333336,53.333333333333336,50.0,0.29920585911675956,90,distant,wrist-shoulder
WAA/SPS,fbc,2,47.5,-0.050000000000000044,0.4584139264990329,30.0,65.0,32.5,0.7117846869058034,80,distant,wrist-shoulder
WAA/SPS,fbc,3,71.25,0.42500000000000004,0.7124550711048601,70.0,72.5,48.75,9.155828206487555e-05,80,distant,wrist-shoulder
WAA/SPS,fbc,4,81.25,0.625,0.8122359568142701,77.5,85.0,46.25,7.05733420490698e-09,80,distant,wrist-shoulder
WAA/SPS,fbc,5,70.0,0.3999999999999999,0.699812382739212,67.5,72.5,47.5,0.0002257586359574054,80,distant,wrist-shoulder
WAA/SPS,fbc,6,60.0,0.19999999999999996,0.5997498436522827,62.5,57.49999999999999,52.5,0.04645594111027311,80,distant,wrist-shoulder
WAA/SPS,fbc,7,48.75,-0.025000000000000022,0.48677828195900485,52.5,45.0,53.75,0.6312228455078387,80,distant,wrist-shoulder
WAA/SPS,fbc,8,51.24999999999999,0.02499999999999991,0.5105882352941176,57.49999999999999,45.0,56.25,0.4555360606130464,80,distant,wrist-shoulder
WAA/SPS,fbc,9,57.49999999999999,0.1499999999999999,0.5747342088805503,55.00000000000001,60.0,47.5,0.10925901973935187,80,distant,wrist-shoulder
WAA/SPS,fbc,10,67.5,0.3500000000000001,0.6741854636591479,72.5,62.5,55.00000000000001,0.001162270644044352,80,distant,wrist-shoulder
WAA/SPS,fbc,11,51.24999999999999,0.02499999999999991,0.49473684210526314,70.0,32.5,68.75,0.4555360606130464,80,distant,wrist-shoulder
WAA/SPS,fbc,12,66.25,0.32499999999999996,0.6611764705882353,72.5,60.0,56.25,0.0024340770747797117,80,distant,wrist-shoulder
WAA/SPS,fbc,13,55.00000000000001,0.10000000000000009,0.5454545454545454,65.0,45.0,60.0,0.21702112767273937,80,distant,wrist-shoulder
WAA/SPS,fbc,14,56.25,0.125,0.5624316299421784,57.49999999999999,55.00000000000001,51.24999999999999,0.15715328993196853,80,distant,wrist-shoulder
WAA/SPS,fbc,15,52.5,0.050000000000000044,0.5238095238095238,57.49999999999999,47.5,55.00000000000001,0.3687771544921613,80,distant,wrist-shoulder
WAA/SPS,fbc,16,58.75,0.17500000000000004,0.5869191049913942,62.5,55.00000000000001,53.75,0.07281772720149135,80,distant,wrist-shoulder
WAA/SPS,fbc,17,65.0,0.30000000000000004,0.6491228070175439,70.0,60.0,55.00000000000001,0.004841424961528786,80,distant,wrist-shoulder
WAA/SPS,fbc,18,65.0,0.30000000000000004,0.6480201131363922,57.49999999999999,72.5,42.5,0.004841424961528786,80,distant,wrist-shoulder
WFE/EFE,fbc,1,52.22222222222223,0.04444444444444451,0.5207430340557275,46.666666666666664,57.77777777777777,44.44444444444444,0.37601660079929755,90,adjacent,wrist-elbow
WFE/EFE,fbc,2,55.00000000000001,0.10000000000000009,0.5454545454545454,65.0,45.0,60.0,0.21702112767273937,80,adjacent,wrist-elbow
WFE/EFE,fbc,3,47.5,-0.050000000000000044,0.4666666666666667,60.0,35.0,62.5,0.7117846869058034,80,adjacent,wrist-elbow
WFE/EFE,fbc,4,60.0,0.19999999999999996,0.5989974937343359,55.00000000000001,65.0,45.0,0.04645594111027311,80,adjacent,wrist-elbow
WFE/EFE,fbc,5,50.0,0.0,0.497171590194846,42.5,57.49999999999999,42.5,0.5444639393869536,80,adjacent,wrist-elbow
WFE/EFE,fbc,6,56.25,0.125,0.5624316299421784,55.00000000000001,57.49999999999999,48.75,0.15715328993196853,80,adjacent,wrist-elbow
WFE/EFE,fbc,7,57.49999999999999,0.1499999999999999,0.5739348370927319,52.5,62.5,45.0,0.10925901973935187,80,adjacent,wrist-elbow
WFE/EFE,fbc,8,51.24999999999999,0.02499999999999991,0.5062509890805508,62.5,40.0,61.25000000000001,0.4555360606130464,80,adjacent,wrist-elbow
WFE/EFE,fbc,9,65.0,0.30000000000000004,0.6497811131957474,62.5,67.5,47.5,0.004841424961528786,80,adjacent,wrist-elbow
WFE/EFE,fbc,10,61.25000000000001,0.2250000000000001,0.6124394436630723,60.0,62.5,48.75,0.028332213172560572,80,adjacent,wrist-elbow
WFE/EFE,fbc,11,46.25,-0.07499999999999996,0.46241600250039067,45.0,47.5,48.75,0.7829788723272606,80,adjacent,wrist-elbow
WFE/EFE,fbc,12,48.75,-0.025000000000000022,0.48549019607843136,55.00000000000001,42.5,56.25,0.6312228455078387,80,adjacent,wrist-elbow
WFE/EFE,fbc,13,40.0,-0.19999999999999996,0.39660590823381525,47.5,32.5,57.49999999999999,0.9716677868274395,80,adjacent,wrist-elbow
WFE/EFE,fbc,14,60.0,0.19999999999999996,0.5977372721558768,67.5,52.5,57.49999999999999,0.04645594111027311,80,adjacent,wrist-elbow
WFE/EFE,fbc,15,50.0,0.0,0.4920634920634921,62.5,37.5,62.5,0.5444639393869536,80,adjacent,wrist-elbow
WFE/EFE,fbc,16,56.25,0.125,0.5540691192865106,42.5,70.0,36.25,0.15715328993196853,80,adjacent,wrist-elbow
WFE/EFE,fbc,17,50.0,0.0,0.497171590194846,57.49999999999999,42.5,57.49999999999999,0.5444639393869536,80,adjacent,wrist-elbow
WFE/EFE,fbc,18,45.0,-0.09999999999999998,0.44126984126984126,57.49999999999999,32.5,62.5,0.8428467100680315,80,adjacent,wrist-elbow
WFE/EPS,fbc,1,52.22222222222223,0.04444444444444451,0.5216907675194661,48.888888888888886,55.55555555555556,46.666666666666664,0.37601660079929755,90,adjacent,wrist-elbow
WFE/EPS,fbc,2,42.5,-0.15000000000000002,0.4235588972431078,37.5,47.5,45.0,0.9271822727985086,80,adjacent,wrist-elbow
WFE/EPS,fbc,3,53.75,0.07499999999999996,0.531571451178984,65.0,42.5,61.25000000000001,0.28821531309419657,80,adjacent,wrist-elbow
WFE/EPS,fbc,4,52.5,0.050000000000000044,0.5247029393370857,55.00000000000001,50.0,52.5,0.3687771544921613,80,adjacent,wrist-elbow
WFE/EPS,fbc,5,60.0,0.19999999999999996,0.5997498436522827,57.49999999999999,62.5,47.5,0.04645594111027311,80,adjacent,wrist-elbow
WFE/EPS,fbc,6,53.75,0.07499999999999996,0.5374277230817315,55.00000000000001,52.5,51.24999999999999,0.28821531309419657,80,adjacent,wrist-elbow
WFE/EPS,fbc,7,61.25000000000001,0.2250000000000001,0.6019900497512438,77.5,45.0,66.25,0.028332213172560572,80,adjacent,wrist-elbow
WFE/EPS,fbc,8,51.24999999999999,0.02499999999999991,0.4992778045257583,67.5,35.0,66.25,0.4555360606130464,80,adjacent,wrist-elbow
WFE/EPS,fbc,9,58.75,0.17500000000000004,0.5874355368026254,57.49999999999999,60.0,48.75,0.07281772720149135,80,adjacent,wrist-elbow
WFE/EPS,fbc,10,52.5,0.050000000000000044,0.525,52.5,52.5,50.0,0.3687771544921613,80,adjacent,wrist-elbow
WFE/EPS,fbc,11,48.75,-0.025000000000000022,0.4874199093608376,47.5,50.0,48.75,0.6312228455078387,80,adjacent,wrist-elbow
WFE/EPS,fbc,12,51.24999999999999,0.02499999999999991,0.5105882352941176,45.0,57.49999999999999,43.75,0.4555360606130464,80,adjacent,wrist-elbow
WFE/EPS,fbc,13,56.25,0.125,0.5540691192865106,70.0,42.5,63.74999999999999,0.15715328993196853,80,adjacent,wrist-elbow
WFE/EPS,fbc,14,50.0,0.0,0.48849104859335035,65.0,35.0,65.0,0.5444639393869536,80,adjacent,wrist-elbow
WFE/EPS,fbc,15,55.00000000000001,0.10000000000000009,0.5454545454545454,65.0,45.0,60.0,0.21702112767273937,80,adjacent,wrist-elbow
WFE/EPS,fbc,16,57.49999999999999,0.1499999999999999,0.5725958516656191,50.0,65.0,42.5,0.10925901973935187,80,adjacent,wrist-elbow
WFE/EPS,fbc,17,47.5,-0.050000000000000044,0.4736842105263158,52.5,42.5,55.00000000000001,0.7117846869058034,80,adjacent,wrist-elbow
WFE/EPS,fbc,18,53.75,0.07499999999999996,0.5206477732793522,35.0,72.5,31.25,0.28821531309419657,80,adjacent,wrist-elbow
WFE/SAA,fbc,1,66.66666666666666,0.33333333333333326,0.6625,55.55555555555556,77.77777777777779,38.88888888888889,0.0010301328404815372,90,distant,wrist-shoulder
WFE/SAA,fbc,2,47.5,-0.050000000000000044,0.475,47.5,47.5,50.0,0.7117846869058034,80,distant,wrist-shoulder
WFE/SAA,fbc,3,81.25,0.625,0.8122359568142701,77.5,85.0,46.25,7.05733420490698e-09,80,distant,wrist-shoulder
WFE/SAA,fbc,4,75.0,0.5,0.75,75.0,75.0,50.0,4.290279933524806e-06,80,distant,wrist-shoulder
