pair,subject,window_ms,fold,accuracy,val_accuracy,n_test
EFE/SAA,1,800,1,72.22222222222223,66.66666666666667,18
EFE/SAA,1,800,2,44.44444444444444,72.22222222222223,18
EFE/SAA,1,800,3,55.55555555555556,72.22222222222223,18
EFE/SAA,1,800,4,55.55555555555556,72.22222222222223,18
EFE/SAA,1,800,5,66.66666666666667,66.66666666666667,18
EFE/SAA,1,1500,1,44.44444444444444,77.77777777777777,18
EFE/SAA,1,1500,2,55.55555555555556,72.22222222222223,18
EFE/SAA,1,1500,3,77.77777777777777,66.66666666666667,18
EFE/SAA,1,1500,4,72.22222222222223,72.22222222222223,18
EFE/SAA,1,1500,5,72.22222222222223,77.77777777777777,18
EFE/SAA,1,3000,1,61.111111111111114,66.66666666666667,18
EFE/SAA,1,3000,2,44.44444444444444,66.66666666666667,18
EFE/SAA,1,3000,3,50.0,83.33333333333333,18
EFE/SAA,1,3000,4,61.111111111111114,61.111111111111114,18
EFE/SAA,1,3000,5,61.111111111111114,72.22222222222223,18
EFE/SAA,1,4000,1,66.66666666666667,77.77777777777777,18
EFE/SAA,1,4000,2,50.0,77.77777777777777,18
EFE/SAA,1,4000,3,50.0,66.66666666666667,18
EFE/SAA,1,4000,4,66.66666666666667,66.66666666666667,18
EFE/SAA,1,4000,5,66.66666666666667,72.22222222222223,18
EFE/SAA,2,800,1,75.0,68.75,16
EFE/SAA,2,800,2,68.75,75.0,16
EFE/SAA,2,800,3,68.75,81.25,16
EFE/SAA,2,800,4,75.0,75.0,16
EFE/SAA,2,800,5,75.0,68.75,16
EFE/SAA,2,1500,1,62.5,81.25,16
EFE/SAA,2,1500,2,68.75,68.75,16
EFE/SAA,2,1500,3,68.75,81.25,16
EFE/SAA,2,1500,4,62.5,81.25,16
EFE/SAA,2,1500,5,56.25,50.0,16
EFE/SAA,2,3000,1,56.25,68.75,16
EFE/SAA,2,3000,2,68.75,75.0,16
EFE/SAA,2,3000,3,56.25,81.25,16
EFE/SAA,2,3000,4,75.0,75.0,16
EFE/SAA,2,3000,5,50.0,50.0,16
EFE/SAA,2,4000,1,62.5,75.0,16
EFE/SAA,2,4000,2,68.75,68.75,16
EFE/SAA,2,4000,3,75.0,87.5,16
EFE/SAA,2,4000,4,50.0,68.75,16
EFE/SAA,2,4000,5,62.5,50.0,16
EFE/SAA,3,800,1,62.5,81.25,16
EFE/SAA,3,800,2,100.0,87.5,16
EFE/SAA,3,800,3,75.0,87.5,16
EFE/SAA,3,800,4,75.0,93.75,16
EFE/SAA,3,800,5,87.5,87.5,16
EFE/SAA,3,1500,1,81.25,93.75,16
EFE/SAA,3,1500,2,62.5,93.75,16
EFE/SAA,3,1500,3,87.5,100.0,16
EFE/SAA,3,1500,4,93.75,93.75,16
EFE/SAA,3,1500,5,93.75,100.0,16
EFE/SAA,3,3000,1,87.5,93.75,16
EFE/SAA,3,3000,2,81.25,100.0,16
EFE/SAA,3,3000,3,75.0,93.75,16
EFE/SAA,3,3000,4,100.0,87.5,16
EFE/SAA,3,3000,5,93.75,100.0,16
EFE/SAA,3,4000,1,87.5,87.5,16
EFE/SAA,3,4000,2,56.25,100.0,16
EFE/SAA,3,4000,3,87.5,100.0,16
EFE/SAA,3,4000,4,93.75,87.5,16
EFE/SAA,3,4000,5,93.75,93.75,16
EFE/SAA,4,800,1,81.25,93.75,16
EFE/SAA,4,800,2,93.75,93.75,16
EFE/SAA,4,800,3,87.5,100.0,16
EFE/SAA,4,800,4,87.5,93.75,16
EFE/SAA,4,800,5,93.75,87.5,16
EFE/SAA,4,1500,1,81.25,87.5,16
EFE/SAA,4,1500,2,87.5,87.5,16
EFE/SAA,4,1500,3,93.75,100.0,16
EFE/SAA,4,1500,4,93.75,100.0,16
EFE/SAA,4,1500,5,81.25,87.5,16
EFE/SAA,4,3000,1,50.0,81.25,16
EFE/SAA,4,3000,2,81.25,81.25,16
EFE/SAA,4,3000,3,93.75,100.0,16
EFE/SAA,4,3000,4,93.75,93.75,16
EFE/SAA,4,3000,5,93.75,87.5,16
EFE/SAA,4,4000,1,81.25,81.25,16
EFE/SAA,4,4000,2,87.5,81.25,16
EFE/SAA,4,4000,3,87.5,93.75,16
