pair,mode,subject,window_ms,accuracy,n_test
HOC/SFE,cwt,1,4000,71.11111111111111,90
HOC/SFE,cwt,2,4000,53.75,80
HOC/SFE,cwt,3,4000,76.25,80
HOC/SFE,cwt,4,4000,83.75,80
HOC/SFE,cwt,5,4000,77.77777777777779,81
HOC/SFE,cwt,6,4000,67.5,80
HOC/SFE,cwt,7,4000,58.75,80
HOC/SFE,cwt,8,4000,43.75,80
HOC/SFE,cwt,9,4000,65.0,80
HOC/SFE,cwt,10,4000,73.75,80
HOC/SFE,cwt,11,4000,53.75,80
HOC/SFE,cwt,12,4000,45.0,80
HOC/SFE,cwt,13,4000,70.0,80
HOC/SFE,cwt,14,4000,68.75,80
HOC/SFE,cwt,15,4000,45.0,80
HOC/SFE,cwt,16,4000,56.25,80
HOC/SFE,cwt,17,4000,78.75,80
HOC/SFE,cwt,18,4000,87.5,80
