pair,mode,subject,window_ms,accuracy,n_test
EFE/SAA,fbc,1,4000,43.333333333333336,90
EFE/SAA,fbc,2,4000,60.0,80
EFE/SAA,fbc,3,4000,70.0,80
EFE/SAA,fbc,4,4000,63.74999999999999,80
EFE/SAA,fbc,5,4000,36.25,80
EFE/SAA,fbc,6,4000,56.25,80
EFE/SAA,fbc,7,4000,60.0,80
EFE/SAA,fbc,8,4000,48.75,80
EFE/SAA,fbc,9,4000,68.75,80
EFE/SAA,fbc,10,4000,52.5,80
EFE/SAA,fbc,11,4000,60.0,80
EFE/SAA,fbc,12,4000,46.25,80
EFE/SAA,fbc,13,4000,43.75,80
EFE/SAA,fbc,14,4000,61.25000000000001,80
EFE/SAA,fbc,15,4000,46.25,80
EFE/SAA,fbc,16,4000,47.5,80
EFE/SAA,fbc,17,4000,52.5,80
EFE/SAA,fbc,18,4000,72.5,80
