pair,mode,subject,window_ms,accuracy,n_test
HOC/SFE,raw,1,4000,60.0,90
HOC/SFE,raw,2,4000,58.75,80
HOC/SFE,raw,3,4000,80.0,80
HOC/SFE,raw,4,4000,76.25,80
HOC/SFE,raw,5,4000,75.30864197530865,81
HOC/SFE,raw,6,4000,63.74999999999999,80
HOC/SFE,raw,7,4000,76.25,80
HOC/SFE,raw,8,4000,55.00000000000001,80
HOC/SFE,raw,9,4000,56.25,80
HOC/SFE,raw,10,4000,75.0,80
HOC/SFE,raw,11,4000,67.5,80
HOC/SFE,raw,12,4000,71.25,80
HOC/SFE,raw,13,4000,73.75,80
HOC/SFE,raw,14,4000,77.5,80
HOC/SFE,raw,15,4000,78.75,80
HOC/SFE,raw,16,4000,53.75,80
HOC/SFE,raw,17,4000,65.0,80
HOC/SFE,raw,18,4000,92.5,80
