pair,mode,subject,window_ms,accuracy,n_test
HOC/SFE,cwt,1,4000,50.0,90
HOC/SFE,cwt,2,4000,73.75,80
HOC/SFE,cwt,3,4000,80.0,80
HOC/SFE,cwt,4,4000,61.25000000000001,80
HOC/SFE,cwt,5,4000,56.79012345679012,81
HOC/SFE,cwt,6,4000,57.49999999999999,80
HOC/SFE,cwt,7,4000,53.75,80
HOC/SFE,cwt,8,4000,62.5,80
HOC/SFE,cwt,9,4000,60.0,80
HOC/SFE,cwt,10,4000,62.5,80
HOC/SFE,cwt,11,4000,58.75,80
HOC/SFE,cwt,12,4000,75.0,80
HOC/SFE,cwt,13,4000,46.25,80
HOC/SFE,cwt,14,4000,75.0,80
HOC/SFE,cwt,15,4000,70.0,80
HOC/SFE,cwt,16,4000,58.75,80
HOC/SFE,cwt,17,4000,53.75,80
HOC/SFE,cwt,18,4000,96.25,80
