pair,subject,window_ms,fold,accuracy,val_accuracy,n_test
SPS/SFE,1,800,1,55.55555555555556,72.22222222222223,18
SPS/SFE,1,800,2,50.0,61.111111111111114,18
SPS/SFE,1,800,3,38.888888888888886,55.55555555555556,18
SPS/SFE,1,800,4,27.77777777777778,77.77777777777777,18
SPS/SFE,1,800,5,66.66666666666667,72.22222222222223,18
SPS/SFE,1,1500,1,55.55555555555556,55.55555555555556,18
SPS/SFE,1,1500,2,55.55555555555556,55.55555555555556,18
SPS/SFE,1,1500,3,44.44444444444444,66.66666666666667,18
SPS/SFE,1,1500,4,44.44444444444444,77.77777777777777,18
SPS/SFE,1,1500,5,50.0,66.66666666666667,18
SPS/SFE,1,3000,1,72.22222222222223,66.66666666666667,18
SPS/SFE,1,3000,2,72.22222222222223,61.111111111111114,18
SPS/SFE,1,3000,3,50.0,61.111111111111114,18
SPS/SFE,1,3000,4,44.44444444444444,83.33333333333333,18
SPS/SFE,1,3000,5,61.111111111111114,66.66666666666667,18
SPS/SFE,1,4000,1,55.55555555555556,72.22222222222223,18
SPS/SFE,1,4000,2,44.44444444444444,61.111111111111114,18
SPS/SFE,1,4000,3,50.0,72.22222222222223,18
SPS/SFE,1,4000,4,55.55555555555556,83.33333333333333,18
SPS/SFE,1,4000,5,61.111111111111114,72.22222222222223,18
SPS/SFE,2,800,1,56.25,75.0,16
SPS/SFE,2,800,2,75.0,68.75,16
SPS/SFE,2,800,3,50.0,75.0,16
SPS/SFE,2,800,4,50.0,93.75,16
SPS/SFE,2,800,5,62.5,62.5,16
SPS/SFE,2,1500,1,62.5,75.0,16
SPS/SFE,2,1500,2,75.0,68.75,16
SPS/SFE,2,1500,3,62.5,81.25,16
SPS/SFE,2,1500,4,68.75,93.75,16
SPS/SFE,2,1500,5,81.25,56.25,16
SPS/SFE,2,3000,1,68.75,87.5,16
SPS/SFE,2,3000,2,68.75,81.25,16
SPS/SFE,2,3000,3,68.75,93.75,16
SPS/SFE,2,3000,4,50.0,87.5,16
SPS/SFE,2,3000,5,75.0,68.75,16
SPS/SFE,2,4000,1,68.75,87.5,16
SPS/SFE,2,4000,2,68.75,81.25,16
SPS/SFE,2,4000,3,68.75,87.5,16
SPS/SFE,2,4000,4,56.25,81.25,16
SPS/SFE,2,4000,5,75.0,68.75,16
SPS/SFE,3,800,1,75.0,87.5,16
SPS/SFE,3,800,2,81.25,93.75,16
SPS/SFE,3,800,3,87.5,87.5,16
SPS/SFE,3,800,4,68.75,100.0,16
SPS/SFE,3,800,5,100.0,81.25,16
SPS/SFE,3,1500,1,62.5,87.5,16
SPS/SFE,3,1500,2,87.5,100.0,16
SPS/SFE,3,1500,3,81.25,81.25,16
SPS/SFE,3,1500,4,87.5,93.75,16
SPS/SFE,3,1500,5,100.0,87.5,16
SPS/SFE,3,3000,1,68.75,81.25,16
SPS/SFE,3,3000,2,81.25,100.0,16
SPS/SFE,3,3000,3,81.25,81.25,16
SPS/SFE,3,3000,4,93.75,93.75,16
SPS/SFE,3,3000,5,93.75,81.25,16
SPS/SFE,3,4000,1,68.75,81.25,16
SPS/SFE,3,4000,2,75.0,100.0,16
SPS/SFE,3,4000,3,81.25,87.5,16
SPS/SFE,3,4000,4,93.75,93.75,16
SPS/SFE,3,4000,5,93.75,81.25,16
SPS/SFE,4,800,1,87.5,100.0,16
SPS/SFE,4,800,2,93.75,93.75,16
SPS/SFE,4,800,3,87.5,93.75,16
SPS/SFE,4,800,4,93.75,93.75,16
SPS/SFE,4,800,5,81.25,87.5,16
SPS/SFE,4,1500,1,100.0,100.0,16
SPS/SFE,4,1500,2,81.25,100.0,16
SPS/SFE,4,1500,3,68.75,100.0,16
SPS/SFE,4,1500,4,81.25,100.0,16
SPS/SFE,4,1500,5,87.5,100.0,16
SPS/SFE,4,3000,1,87.5,93.75,16
SPS/SFE,4,3000,2,75.0,100.0,16
SPS/SFE,4,3000,3,87.5,100.0,16
SPS/SFE,4,3000,4,81.25,100.0,16
SPS/SFE,4,3000,5,87.5,100.0,16
SPS/SFE,4,4000,1,100.0,100.0,16
SPS/SFE,4,4000,2,87.5,100.0,16
SPS/SFE,4,4000,3,87.5,100.0,16
SPS/SFE,4,4000,4,93.75,100.0,16
SPS/SFE,4,4000,5,93.75,100.0,16
SPS/SFE,5,800,1,64.70588235294117,81.25,17
SPS/SFE,5,800,2,56.25,70.58823529411765,16
SPS/SFE,5,800,3,75.0,88.23529411764706,16
SPS/SFE,5,800,4,81.25,70.58823529411765,16
SPS/SFE,5,800,5,81.25,70.58823529411765,16
SPS/SFE,5,1500,1,76.47058823529412,100.0,17
SPS/SFE,5,1500,2,75.0,76.47058823529412,16
SPS/SFE,5,1500,3,56.25,94.11764705882354,16
SPS/SFE,5,1500,4,87.5,88.23529411764706,16
SPS/SFE,5,1500,5,56.25,70.58823529411765,16
SPS/SFE,5,3000,1,88.23529411764706,87.5,17
SPS/SFE,5,3000,2,75.0,70.58823529411765,16
SPS/SFE,5,3000,3,56.25,88.23529411764706,16
SPS/SFE,5,3000,4,68.75,82.3529411764706,16
SPS/SFE,5,3000,5,87.5,76.47058823529412,16
SPS/SFE,5,4000,1,82.3529411764706,87.5,17
SPS/SFE,5,4000,2,93.75,82.3529411764706,16
SPS/SFE,5,4000,3,68.75,82.3529411764706,16
SPS/SFE,5,4000,4,50.0,88.23529411764706,16
SPS/SFE,5,4000,5,81.25,82.3529411764706,16
SPS/SFE,6,800,1,50.0,75.0,16
SPS/SFE,6,800,2,37.5,68.75,16
SPS/SFE,6,800,3,56.25,56.25,16
SPS/SFE,6,800,4,62.5,87.5,16
SPS/SFE,6,800,5,56.25,87.5,16
SPS/SFE,6,1500,1,62.5,81.25,16
SPS/SFE,6,1500,2,50.0,75.0,16
SPS/SFE,6,1500,3,87.5,62.5,16
SPS/SFE,6,1500,4,75.0,81.25,16
SPS/SFE,6,1500,5,68.75,75.0,16
SPS/SFE,6,3000,1,62.5,81.25,16
SPS/SFE,6,3000,2,43.75,50.0,16
SPS/SFE,6,3000,3,68.75,56.25,16
SPS/SFE,6,3000,4,62.5,68.75,16
SPS/SFE,6,3000,5,87.5,68.75,16
SPS/SFE,6,4000,1,62.5,87.5,16
SPS/SFE,6,4000,2,50.0,75.0,16
SPS/SFE,6,4000,3,68.75,68.75,16
SPS/SFE,6,4000,4,75.0,75.0,16
SPS/SFE,6,4000,5,75.0,68.75,16
SPS/SFE,7,800,1,68.75,81.25,16
SPS/SFE,7,800,2,87.5,68.75,16
SPS/SFE,7,800,3,62.5,81.25,16
SPS/SFE,7,800,4,81.25,68.75,16
SPS/SFE,7,800,5,62.5,87.5,16
SPS/SFE,7,1500,1,75.0,81.25,16
SPS/SFE,7,1500,2,68.75,68.75,16
SPS/SFE,7,1500,3,87.5,93.75,16
SPS/SFE,7,1500,4,81.25,75.0,16
SPS/SFE,7,1500,5,62.5,81.25,16
SPS/SFE,7,3000,1,68.75,81.25,16
SPS/SFE,7,3000,2,62.5,93.75,16
SPS/SFE,7,3000,3,87.5,87.5,16
SPS/SFE,7,3000,4,87.5,87.5,16
SPS/SFE,7,3000,5,75.0,93.75,16
SPS/SFE,7,4000,1,62.5,87.5,16
SPS/SFE,7,4000,2,75.0,87.5,16
SPS/SFE,7,4000,3,56.25,87.5,16
SPS/SFE,7,4000,4,81.25,87.5,16
SPS/SFE,7,4000,5,62.5,93.75,16
SPS/SFE,8,800,1,50.0,50.0,16
SPS/SFE,8,800,2,50.0,50.0,16
SPS/SFE,8,800,3,56.25,62.5,16
SPS/SFE,8,800,4,43.75,62.5,16
SPS/SFE,8,800,5,37.5,50.0,16
SPS/SFE,8,1500,1,62.5,56.25,16
SPS/SFE,8,1500,2,31.25,50.0,16
SPS/SFE,8,1500,3,56.25,50.0,16
SPS/SFE,8,1500,4,56.25,43.75,16
SPS/SFE,8,1500,5,50.0,75.0,16
SPS/SFE,8,3000,1,43.75,62.5,16
SPS/SFE,8,3000,2,62.5,68.75,16
SPS/SFE,8,3000,3,50.0,75.0,16
SPS/SFE,8,3000,4,62.5,62.5,16
