pair,subject,window_ms,accuracy,n_test
EPS/SPS,1,800,47.77777777777778,90
EPS/SPS,1,1500,47.77777777777778,90
EPS/SPS,1,3000,48.888888888888886,90
EPS/SPS,1,4000,46.666666666666664,90
EPS/SPS,2,800,52.5,80
EPS/SPS,2,1500,52.5,80
EPS/SPS,2,3000,56.25,80
EPS/SPS,2,4000,60.0,80
