pair,mode,subject,window_ms,fold,accuracy,val_accuracy,n_test
WAA/SPS,raw,1,4000,1,66.66666666666667,83.33333333333333,18
WAA/SPS,raw,1,4000,2,61.111111111111114,83.33333333333333,18
WAA/SPS,raw,1,4000,3,72.22222222222223,83.33333333333333,18
WAA/SPS,raw,1,4000,4,61.111111111111114,77.77777777777777,18
WAA/SPS,raw,1,4000,5,61.111111111111114,77.77777777777777,18
WAA/SPS,raw,2,4000,1,56.25,87.5,16
WAA/SPS,raw,2,4000,2,56.25,68.75,16
WAA/SPS,raw,2,4000,3,56.25,62.5,16
WAA/SPS,raw,2,4000,4,75.0,87.5,16
WAA/SPS,raw,2,4000,5,50.0,62.5,16
WAA/SPS,raw,3,4000,1,62.5,50.0,16
WAA/SPS,raw,3,4000,2,56.25,87.5,16
WAA/SPS,raw,3,4000,3,56.25,75.0,16
WAA/SPS,raw,3,4000,4,56.25,62.5,16
WAA/SPS,raw,3,4000,5,62.5,56.25,16
WAA/SPS,raw,4,4000,1,87.5,87.5,16
WAA/SPS,raw,4,4000,2,93.75,81.25,16
WAA/SPS,raw,4,4000,3,75.0,87.5,16
WAA/SPS,raw,4,4000,4,100.0,87.5,16
WAA/SPS,raw,4,4000,5,87.5,93.75,16
WAA/SPS,raw,5,4000,1,56.25,68.75,16
WAA/SPS,raw,5,4000,2,75.0,68.75,16
WAA/SPS,raw,5,4000,3,68.75,56.25,16
WAA/SPS,raw,5,4000,4,68.75,62.5,16
WAA/SPS,raw,5,4000,5,50.0,87.5,16
WAA/SPS,raw,6,4000,1,43.75,56.25,16
WAA/SPS,raw,6,4000,2,56.25,56.25,16
WAA/SPS,raw,6,4000,3,56.25,75.0,16
WAA/SPS,raw,6,4000,4,43.75,62.5,16
WAA/SPS,raw,6,4000,5,43.75,56.25,16
WAA/SPS,raw,7,4000,1,62.5,75.0,16
WAA/SPS,raw,7,4000,2,68.75,56.25,16
WAA/SPS,raw,7,4000,3,62.5,75.0,16
WAA/SPS,raw,7,4000,4,75.0,75.0,16
WAA/SPS,raw,7,4000,5,50.0,56.25,16
WAA/SPS,raw,8,4000,1,68.75,62.5,16
WAA/SPS,raw,8,4000,2,68.75,50.0,16
WAA/SPS,raw,8,4000,3,43.75,68.75,16
WAA/SPS,raw,8,4000,4,43.75,62.5,16
WAA/SPS,raw,8,4000,5,68.75,56.25,16
WAA/SPS,raw,9,4000,1,50.0,81.25,16
WAA/SPS,raw,9,4000,2,68.75,68.75,16
WAA/SPS,raw,9,4000,3,56.25,75.0,16
WAA/SPS,raw,9,4000,4,75.0,62.5,16
WAA/SPS,raw,9,4000,5,43.75,68.75,16
WAA/SPS,raw,10,4000,1,43.75,62.5,16
WAA/SPS,raw,10,4000,2,87.5,62.5,16
WAA/SPS,raw,10,4000,3,56.25,93.75,16
WAA/SPS,raw,10,4000,4,68.75,75.0,16
WAA/SPS,raw,10,4000,5,87.5,75.0,16
WAA/SPS,raw,11,4000,1,43.75,56.25,16
WAA/SPS,raw,11,4000,2,37.5,68.75,16
WAA/SPS,raw,11,4000,3,31.25,62.5,16
WAA/SPS,raw,11,4000,4,68.75,56.25,16
WAA/SPS,raw,11,4000,5,68.75,81.25,16
WAA/SPS,raw,12,4000,1,56.25,56.25,16
WAA/SPS,raw,12,4000,2,68.75,87.5,16
WAA/SPS,raw,12,4000,3,62.5,68.75,16
WAA/SPS,raw,12,4000,4,75.0,50.0,16
WAA/SPS,raw,12,4000,5,56.25,75.0,16
WAA/SPS,raw,13,4000,1,68.75,56.25,16
WAA/SPS,raw,13,4000,2,81.25,75.0,16
WAA/SPS,raw,13,4000,3,50.0,81.25,16
WAA/SPS,raw,13,4000,4,56.25,68.75,16
WAA/SPS,raw,13,4000,5,62.5,62.5,16
WAA/SPS,raw,14,4000,1,62.5,62.5,16
WAA/SPS,raw,14,4000,2,75.0,68.75,16
WAA/SPS,raw,14,4000,3,50.0,62.5,16
WAA/SPS,raw,14,4000,4,81.25,62.5,16
WAA/SPS,raw,14,4000,5,62.5,56.25,16
WAA/SPS,raw,15,4000,1,50.0,50.0,16
WAA/SPS,raw,15,4000,2,56.25,56.25,16
WAA/SPS,raw,15,4000,3,43.75,62.5,16
WAA/SPS,raw,15,4000,4,43.75,75.0,16
WAA/SPS,raw,15,4000,5,50.0,62.5,16
WAA/SPS,raw,16,4000,1,68.75,75.0,16
WAA/SPS,raw,16,4000,2,62.5,56.25,16
WAA/SPS,raw,16,4000,3,56.25,68.75,16
WAA/SPS,raw,16,4000,4,50.0,68.75,16
WAA/SPS,raw,16,4000,5,75.0,50.0,16
WAA/SPS,raw,17,4000,1,68.75,81.25,16
WAA/SPS,raw,17,4000,2,62.5,81.25,16
WAA/SPS,raw,17,4000,3,62.5,68.75,16
WAA/SPS,raw,17,4000,4,43.75,62.5,16
WAA/SPS,raw,17,4000,5,68.75,93.75,16
WAA/SPS,raw,18,4000,1,50.0,87.5,16
WAA/SPS,raw,18,4000,2,50.0,75.0,16
WAA/SPS,raw,18,4000,3,56.25,81.25,16
WAA/SPS,raw,18,4000,4,81.25,87.5,16
WAA/SPS,raw,18,4000,5,62.5,68.75,16
