pair,mode,subject,window_ms,accuracy,n_test
WFE/SFE,fbc,1,4000,51.11111111111111,90
WFE/SFE,fbc,2,4000,51.24999999999999,80
WFE/SFE,fbc,3,4000,68.75,80
WFE/SFE,fbc,4,4000,73.75,80
WFE/SFE,fbc,5,4000,64.19753086419753,81
WFE/SFE,fbc,6,4000,63.74999999999999,80
WFE/SFE,fbc,7,4000,60.0,80
WFE/SFE,fbc,8,4000,52.5,80
WFE/SFE,fbc,9,4000,55.00000000000001,80
WFE/SFE,fbc,10,4000,56.25,80
WFE/SFE,fbc,11,4000,55.00000000000001,80
WFE/SFE,fbc,12,4000,52.5,80
WFE/SFE,fbc,13,4000,63.74999999999999,80
WFE/SFE,fbc,14,4000,48.75,80
WFE/SFE,fbc,15,4000,51.24999999999999,80
WFE/SFE,fbc,16,4000,55.00000000000001,80
WFE/SFE,fbc,17,4000,48.75,80
WFE/SFE,fbc,18,4000,75.0,80
