pair,mode,subject,window_ms,fold,accuracy,val_accuracy,n_test
WFE/SFE,fbc,1,4000,1,55.55555555555556,72.22222222222223,18
WFE/SFE,fbc,1,4000,2,38.888888888888886,77.77777777777777,18
WFE/SFE,fbc,1,4000,3,61.111111111111114,66.66666666666667,18
WFE/SFE,fbc,1,4000,4,33.333333333333336,66.66666666666667,18
WFE/SFE,fbc,1,4000,5,66.66666666666667,61.111111111111114,18
WFE/SFE,fbc,2,4000,1,68.75,56.25,16
WFE/SFE,fbc,2,4000,2,43.75,50.0,16
WFE/SFE,fbc,2,4000,3,43.75,56.25,16
WFE/SFE,fbc,2,4000,4,50.0,87.5,16
WFE/SFE,fbc,2,4000,5,50.0,62.5,16
WFE/SFE,fbc,3,4000,1,75.0,87.5,16
WFE/SFE,fbc,3,4000,2,56.25,87.5,16
WFE/SFE,fbc,3,4000,3,75.0,81.25,16
WFE/SFE,fbc,3,4000,4,75.0,75.0,16
WFE/SFE,fbc,3,4000,5,62.5,81.25,16
WFE/SFE,fbc,4,4000,1,75.0,87.5,16
WFE/SFE,fbc,4,4000,2,62.5,87.5,16
WFE/SFE,fbc,4,4000,3,81.25,81.25,16
WFE/SFE,fbc,4,4000,4,75.0,68.75,16
WFE/SFE,fbc,4,4000,5,75.0,81.25,16
WFE/SFE,fbc,5,4000,1,70.58823529411765,68.75,17
WFE/SFE,fbc,5,4000,2,43.75,76.47058823529412,16
WFE/SFE,fbc,5,4000,3,68.75,64.70588235294117,16
WFE/SFE,fbc,5,4000,4,68.75,82.3529411764706,16
WFE/SFE,fbc,5,4000,5,68.75,64.70588235294117,16
WFE/SFE,fbc,6,4000,1,75.0,56.25,16
WFE/SFE,fbc,6,4000,2,56.25,81.25,16
WFE/SFE,fbc,6,4000,3,56.25,62.5,16
WFE/SFE,fbc,6,4000,4,62.5,50.0,16
WFE/SFE,fbc,6,4000,5,68.75,68.75,16
WFE/SFE,fbc,7,4000,1,62.5,50.0,16
WFE/SFE,fbc,7,4000,2,68.75,56.25,16
WFE/SFE,fbc,7,4000,3,56.25,81.25,16
WFE/SFE,fbc,7,4000,4,56.25,50.0,16
WFE/SFE,fbc,7,4000,5,56.25,56.25,16
WFE/SFE,fbc,8,4000,1,50.0,56.25,16
WFE/SFE,fbc,8,4000,2,62.5,68.75,16
WFE/SFE,fbc,8,4000,3,50.0,50.0,16
WFE/SFE,fbc,8,4000,4,50.0,56.25,16
WFE/SFE,fbc,8,4000,5,50.0,62.5,16
WFE/SFE,fbc,9,4000,1,75.0,50.0,16
WFE/SFE,fbc,9,4000,2,50.0,50.0,16
WFE/SFE,fbc,9,4000,3,43.75,56.25,16
WFE/SFE,fbc,9,4000,4,56.25,62.5,16
WFE/SFE,fbc,9,4000,5,50.0,68.75,16
WFE/SFE,fbc,10,4000,1,68.75,62.5,16
WFE/SFE,fbc,10,4000,2,50.0,68.75,16
WFE/SFE,fbc,10,4000,3,81.25,56.25,16
WFE/SFE,fbc,10,4000,4,43.75,62.5,16
WFE/SFE,fbc,10,4000,5,37.5,62.5,16
WFE/SFE,fbc,11,4000,1,43.75,56.25,16
WFE/SFE,fbc,11,4000,2,50.0,68.75,16
WFE/SFE,fbc,11,4000,3,56.25,62.5,16
WFE/SFE,fbc,11,4000,4,68.75,56.25,16
WFE/SFE,fbc,11,4000,5,56.25,56.25,16
WFE/SFE,fbc,12,4000,1,62.5,62.5,16
WFE/SFE,fbc,12,4000,2,56.25,56.25,16
WFE/SFE,fbc,12,4000,3,43.75,56.25,16
WFE/SFE,fbc,12,4000,4,50.0,50.0,16
WFE/SFE,fbc,12,4000,5,50.0,50.0,16
WFE/SFE,fbc,13,4000,1,75.0,50.0,16
WFE/SFE,fbc,13,4000,2,75.0,68.75,16
WFE/SFE,fbc,13,4000,3,56.25,62.5,16
WFE/SFE,fbc,13,4000,4,43.75,68.75,16
WFE/SFE,fbc,13,4000,5,68.75,75.0,16
WFE/SFE,fbc,14,4000,1,43.75,50.0,16
WFE/SFE,fbc,14,4000,2,43.75,50.0,16
WFE/SFE,fbc,14,4000,3,62.5,68.75,16
WFE/SFE,fbc,14,4000,4,37.5,68.75,16
WFE/SFE,fbc,14,4000,5,56.25,50.0,16
WFE/SFE,fbc,15,4000,1,56.25,50.0,16
WFE/SFE,fbc,15,4000,2,56.25,56.25,16
WFE/SFE,fbc,15,4000,3,56.25,56.25,16
WFE/SFE,fbc,15,4000,4,43.75,62.5,16
WFE/SFE,fbc,15,4000,5,43.75,68.75,16
WFE/SFE,fbc,16,4000,1,37.5,56.25,16
WFE/SFE,fbc,16,4000,2,50.0,50.0,16
WFE/SFE,fbc,16,4000,3,75.0,75.0,16
WFE/SFE,fbc,16,4000,4,50.0,56.25,16
WFE/SFE,fbc,16,4000,5,62.5,62.5,16
WFE/SFE,fbc,17,4000,1,43.75,62.5,16
WFE/SFE,fbc,17,4000,2,37.5,75.0,16
WFE/SFE,fbc,17,4000,3,62.5,62.5,16
WFE/SFE,fbc,17,4000,4,56.25,75.0,16
WFE/SFE,fbc,17,4000,5,43.75,62.5,16
WFE/SFE,fbc,18,4000,1,68.75,81.25,16
WFE/SFE,fbc,18,4000,2,75.0,62.5,16
WFE/SFE,fbc,18,4000,3,87.5,75.0,16
WFE/SFE,fbc,18,4000,4,81.25,75.0,16
WFE/SFE,fbc,18,4000,5,62.5,81.25,16
