pair,subject,window_ms,fold,accuracy,val_accuracy,n_test
EFE/SFE,1,800,1,44.44444444444444,77.77777777777777,18
EFE/SFE,1,800,2,55.55555555555556,72.22222222222223,18
EFE/SFE,1,800,3,61.111111111111114,66.66666666666667,18
EFE/SFE,1,800,4,72.22222222222223,77.77777777777777,18
EFE/SFE,1,800,5,50.0,72.22222222222223,18
EFE/SFE,1,1500,1,38.888888888888886,66.66666666666667,18
EFE/SFE,1,1500,2,38.888888888888886,72.22222222222223,18
EFE/SFE,1,1500,3,61.111111111111114,72.22222222222223,18
EFE/SFE,1,1500,4,33.333333333333336,77.77777777777777,18
EFE/SFE,1,1500,5,44.44444444444444,66.66666666666667,18
EFE/SFE,1,3000,1,44.44444444444444,72.22222222222223,18
EFE/SFE,1,3000,2,55.55555555555556,66.66666666666667,18
EFE/SFE,1,3000,3,50.0,61.111111111111114,18
EFE/SFE,1,3000,4,55.55555555555556,66.66666666666667,18
EFE/SFE,1,3000,5,61.111111111111114,66.66666666666667,18
EFE/SFE,1,4000,1,44.44444444444444,66.66666666666667,18
EFE/SFE,1,4000,2,38.888888888888886,61.111111111111114,18
EFE/SFE,1,4000,3,66.66666666666667,72.22222222222223,18
EFE/SFE,1,4000,4,50.0,66.66666666666667,18
EFE/SFE,1,4000,5,66.66666666666667,72.22222222222223,18
EFE/SFE,2,800,1,50.0,56.25,16
EFE/SFE,2,800,2,50.0,62.5,16
EFE/SFE,2,800,3,81.25,50.0,16
EFE/SFE,2,800,4,56.25,56.25,16
EFE/SFE,2,800,5,62.5,62.5,16
EFE/SFE,2,1500,1,56.25,68.75,16
EFE/SFE,2,1500,2,50.0,68.75,16
EFE/SFE,2,1500,3,68.75,62.5,16
EFE/SFE,2,1500,4,68.75,75.0,16
EFE/SFE,2,1500,5,50.0,62.5,16
EFE/SFE,2,3000,1,50.0,56.25,16
EFE/SFE,2,3000,2,50.0,56.25,16
EFE/SFE,2,3000,3,50.0,56.25,16
EFE/SFE,2,3000,4,43.75,87.5,16
EFE/SFE,2,3000,5,43.75,68.75,16
EFE/SFE,2,4000,1,56.25,62.5,16
EFE/SFE,2,4000,2,50.0,50.0,16
EFE/SFE,2,4000,3,50.0,50.0,16
EFE/SFE,2,4000,4,43.75,62.5,16
EFE/SFE,2,4000,5,43.75,56.25,16
EFE/SFE,3,800,1,75.0,87.5,16
