pair,subject,window_ms,fold,accuracy,val_accuracy,best_epoch,n_test
EPS/SAA,1,800,1,38.888888888888886,61.111111111111114,10,18
EPS/SAA,1,800,2,77.77777777777777,66.66666666666667,17,18
EPS/SAA,1,800,3,44.44444444444444,66.66666666666667,11,18
EPS/SAA,1,800,4,44.44444444444444,72.22222222222223,12,18
EPS/SAA,1,800,5,50.0,77.77777777777777,7,18
EPS/SAA,1,1500,1,55.55555555555556,72.22222222222223,24,18
EPS/SAA,1,1500,2,66.66666666666667,61.111111111111114,2,18
EPS/SAA,1,1500,3,88.88888888888889,77.77777777777777,10,18
EPS/SAA,1,1500,4,55.55555555555556,77.77777777777777,9,18
EPS/SAA,1,1500,5,61.111111111111114,61.111111111111114,4,18
EPS/SAA,1,3000,1,55.55555555555556,55.55555555555556,3,18
EPS/SAA,1,3000,2,50.0,50.0,1,18
EPS/SAA,1,3000,3,72.22222222222223,77.77777777777777,15,18
EPS/SAA,1,3000,4,50.0,72.22222222222223,13,18
EPS/SAA,1,3000,5,50.0,55.55555555555556,2,18
EPS/SAA,1,4000,1,44.44444444444444,66.66666666666667,1,18
EPS/SAA,1,4000,2,50.0,55.55555555555556,3,18
EPS/SAA,1,4000,3,50.0,66.66666666666667,1,18
EPS/SAA,1,4000,4,50.0,83.33333333333333,7,18
EPS/SAA,1,4000,5,55.55555555555556,66.66666666666667,7,18
EPS/SAA,2,800,1,50.0,56.25,2,16
EPS/SAA,2,800,2,56.25,62.5,49,16
EPS/SAA,2,800,3,56.25,81.25,18,16
EPS/SAA,2,800,4,56.25,62.5,6,16
EPS/SAA,2,800,5,75.0,68.75,10,16
EPS/SAA,2,1500,1,62.5,68.75,2,16
EPS/SAA,2,1500,2,50.0,81.25,25,16
EPS/SAA,2,1500,3,87.5,87.5,5,16
EPS/SAA,2,1500,4,68.75,87.5,6,16
EPS/SAA,2,1500,5,62.5,68.75,20,16
EPS/SAA,2,3000,1,62.5,68.75,9,16
EPS/SAA,2,3000,2,56.25,68.75,1,16
EPS/SAA,2,3000,3,50.0,81.25,17,16
EPS/SAA,2,3000,4,50.0,75.0,21,16
EPS/SAA,2,3000,5,68.75,75.0,8,16
EPS/SAA,2,4000,1,56.25,81.25,1,16
EPS/SAA,2,4000,2,62.5,81.25,7,16
EPS/SAA,2,4000,3,56.25,81.25,12,16
EPS/SAA,2,4000,4,37.5,81.25,8,16
EPS/SAA,2,4000,5,62.5,68.75,5,16
EPS/SAA,3,800,1,56.25,62.5,8,16
EPS/SAA,3,800,2,43.75,87.5,9,16
EPS/SAA,3,800,3,93.75,81.25,27,16
EPS/SAA,3,800,4,75.0,87.5,14,16
EPS/SAA,3,800,5,93.75,75.0,29,16
EPS/SAA,3,1500,1,75.0,75.0,16,16
EPS/SAA,3,1500,2,50.0,75.0,5,16
EPS/SAA,3,1500,3,81.25,68.75,14,16
EPS/SAA,3,1500,4,56.25,75.0,2,16
EPS/SAA,3,1500,5,56.25,68.75,19,16
EPS/SAA,3,3000,1,62.5,81.25,13,16
EPS/SAA,3,3000,2,56.25,56.25,10,16
EPS/SAA,3,3000,3,62.5,62.5,5,16
EPS/SAA,3,3000,4,56.25,75.0,4,16
EPS/SAA,3,3000,5,43.75,62.5,4,16
EPS/SAA,3,4000,1,50.0,56.25,4,16
EPS/SAA,3,4000,2,43.75,56.25,9,16
EPS/SAA,3,4000,3,62.5,62.5,7,16
EPS/SAA,3,4000,4,50.0,62.5,6,16
EPS/SAA,3,4000,5,50.0,62.5,8,16
EPS/SAA,4,800,1,87.5,93.75,11,16
EPS/SAA,4,800,2,87.5,100.0,18,16
EPS/SAA,4,800,3,93.75,100.0,20,16
EPS/SAA,4,800,4,50.0,100.0,6,16
EPS/SAA,4,800,5,81.25,81.25,5,16
EPS/SAA,4,1500,1,75.0,81.25,10,16
EPS/SAA,4,1500,2,93.75,100.0,13,16
EPS/SAA,4,1500,3,93.75,93.75,7,16
EPS/SAA,4,1500,4,81.25,100.0,18,16
EPS/SAA,4,1500,5,81.25,87.5,5,16
EPS/SAA,4,3000,1,68.75,75.0,15,16
EPS/SAA,4,3000,2,81.25,81.25,10,16
EPS/SAA,4,3000,3,87.5,87.5,12,16
EPS/SAA,4,3000,4,81.25,87.5,9,16
EPS/SAA,4,3000,5,81.25,87.5,24,16
EPS/SAA,4,4000,1,62.5,62.5,4,16
EPS/SAA,4,4000,2,81.25,87.5,25,16
EPS/SAA,4,4000,3,75.0,93.75,5,16
EPS/SAA,4,4000,4,93.75,81.25,8,16
EPS/SAA,4,4000,5,68.75,81.25,23,16
EPS/SAA,5,800,1,75.0,93.75,11,16
EPS/SAA,5,800,2,93.75,81.25,11,16
EPS/SAA,5,800,3,87.5,81.25,7,16
EPS/SAA,5,800,4,93.75,93.75,32,16
EPS/SAA,5,800,5,62.5,87.5,9,16
EPS/SAA,5,1500,1,87.5,93.75,12,16
EPS/SAA,5,1500,2,100.0,81.25,10,16
EPS/SAA,5,1500,3,87.5,87.5,11,16
EPS/SAA,5,1500,4,87.5,87.5,8,16
EPS/SAA,5,1500,5,100.0,93.75,37,16
EPS/SAA,5,3000,1,93.75,87.5,11,16
EPS/SAA,5,3000,2,100.0,87.5,7,16
EPS/SAA,5,3000,3,62.5,93.75,3,16
EPS/SAA,5,3000,4,62.5,93.75,4,16
EPS/SAA,5,3000,5,81.25,93.75,7,16
EPS/SAA,5,4000,1,81.25,81.25,5,16
EPS/SAA,5,4000,2,93.75,87.5,6,16
EPS/SAA,5,4000,3,87.5,93.75,11,16
EPS/SAA,5,4000,4,81.25,93.75,7,16
EPS/SAA,5,4000,5,81.25,100.0,2,16
EPS/SAA,6,800,1,68.75,93.75,11,16
EPS/SAA,6,800,2,81.25,87.5,28,16
EPS/SAA,6,800,3,62.5,87.5,12,16
EPS/SAA,6,800,4,75.0,87.5,10,16
EPS/SAA,6,800,5,68.75,81.25,8,16
EPS/SAA,6,1500,1,68.75,81.25,17,16
EPS/SAA,6,1500,2,68.75,81.25,26,16
EPS/SAA,6,1500,3,68.75,93.75,7,16
EPS/SAA,6,1500,4,81.25,81.25,6,16
EPS/SAA,6,1500,5,81.25,81.25,6,16
EPS/SAA,6,3000,1,62.5,62.5,10,16
EPS/SAA,6,3000,2,56.25,81.25,21,16
EPS/SAA,6,3000,3,56.25,87.5,17,16
EPS/SAA,6,3000,4,81.25,87.5,10,16
EPS/SAA,6,3000,5,75.0,56.25,7,16
EPS/SAA,6,4000,1,56.25,81.25,10,16
EPS/SAA,6,4000,2,43.75,87.5,7,16
EPS/SAA,6,4000,3,62.5,93.75,14,16
EPS/SAA,6,4000,4,62.5,87.5,37,16
EPS/SAA,6,4000,5,50.0,81.25,12,16
EPS/SAA,7,800,1,75.0,93.75,2,16
EPS/SAA,7,800,2,75.0,87.5,7,16
EPS/SAA,7,800,3,87.5,93.75,8,16
EPS/SAA,7,800,4,75.0,100.0,19,16
EPS/SAA,7,800,5,81.25,87.5,28,16
EPS/SAA,7,1500,1,87.5,100.0,3,16
EPS/SAA,7,1500,2,100.0,100.0,13,16
EPS/SAA,7,1500,3,93.75,100.0,8,16
EPS/SAA,7,1500,4,100.0,100.0,9,16
EPS/SAA,7,1500,5,87.5,93.75,3,16
EPS/SAA,7,3000,1,93.75,100.0,8,16
