pair,mode,subject,window_ms,accuracy,n_test
EPS/SAA,cwt,1,4000,64.44444444444444,90
EPS/SAA,cwt,2,4000,56.25,80
EPS/SAA,cwt,3,4000,85.0,80
EPS/SAA,cwt,4,4000,76.25,80
EPS/SAA,cwt,5,4000,48.75,80
EPS/SAA,cwt,6,4000,61.25000000000001,80
EPS/SAA,cwt,7,4000,65.0,80
EPS/SAA,cwt,8,4000,38.75,80
EPS/SAA,cwt,9,4000,62.5,80
EPS/SAA,cwt,10,4000,52.5,80
EPS/SAA,cwt,11,4000,51.24999999999999,80
EPS/SAA,cwt,12,4000,41.25,80
EPS/SAA,cwt,13,4000,65.0,80
EPS/SAA,cwt,14,4000,56.25,80
EPS/SAA,cwt,15,4000,52.5,80
EPS/SAA,cwt,16,4000,67.5,80
EPS/SAA,cwt,17,4000,57.49999999999999,80
EPS/SAA,cwt,18,4000,81.25,80
