pair,mode,subject,window_ms,accuracy,n_test
SPS/SAA,raw,1,4000,50.0,90
SPS/SAA,raw,2,4000,48.75,80
SPS/SAA,raw,3,4000,80.0,80
SPS/SAA,raw,4,4000,75.0,80
SPS/SAA,raw,5,4000,45.0,80
SPS/SAA,raw,6,4000,50.0,80
SPS/SAA,raw,7,4000,72.5,80
SPS/SAA,raw,8,4000,43.75,80
SPS/SAA,raw,9,4000,41.25,80
SPS/SAA,raw,10,4000,55.00000000000001,80
SPS/SAA,raw,11,4000,51.24999999999999,80
SPS/SAA,raw,12,4000,62.5,80
SPS/SAA,raw,13,4000,58.75,80
SPS/SAA,raw,14,4000,55.00000000000001,80
SPS/SAA,raw,15,4000,53.75,80
SPS/SAA,raw,16,4000,52.5,80
SPS/SAA,raw,17,4000,48.75,80
SPS/SAA,raw,18,4000,60.0,80
