pair,mode,subject,window_ms,accuracy,n_test
EPS/SPS,raw,1,4000,48.888888888888886,90
EPS/SPS,raw,2,4000,53.75,80
EPS/SPS,raw,3,4000,63.74999999999999,80
EPS/SPS,raw,4,4000,65.0,80
EPS/SPS,raw,5,4000,57.49999999999999,80
EPS/SPS,raw,6,4000,50.0,80
EPS/SPS,raw,7,4000,72.5,80
EPS/SPS,raw,8,4000,62.5,80
EPS/SPS,raw,9,4000,65.0,80
EPS/SPS,raw,10,4000,65.0,80
EPS/SPS,raw,11,4000,47.5,80
EPS/SPS,raw,12,4000,56.25,80
EPS/SPS,raw,13,4000,66.25,80
EPS/SPS,raw,14,4000,56.25,80
EPS/SPS,raw,15,4000,52.5,80
EPS/SPS,raw,16,4000,53.75,80
EPS/SPS,raw,17,4000,43.75,80
EPS/SPS,raw,18,4000,63.74999999999999,80
