subject,4000
1,56.666666666666664
2,62.5
3,61.25000000000001
4,78.75
5,54.32098765432099
6,63.74999999999999
7,66.25
8,53.75
9,65.0
10,56.25
11,76.25
12,61.25000000000001
13,66.25
14,62.5
15,56.25
16,43.75
17,61.25000000000001
18,91.25
