pair,mode,subject,window_ms,accuracy,n_test
HOC/EPS,cwt,1,4000,57.77777777777777,90
HOC/EPS,cwt,2,4000,40.0,80
HOC/EPS,cwt,3,4000,52.5,80
HOC/EPS,cwt,4,4000,70.0,80
HOC/EPS,cwt,5,4000,66.25,80
HOC/EPS,cwt,6,4000,57.49999999999999,80
HOC/EPS,cwt,7,4000,51.24999999999999,80
HOC/EPS,cwt,8,4000,65.0,80
HOC/EPS,cwt,9,4000,55.00000000000001,80
HOC/EPS,cwt,10,4000,61.25000000000001,80
HOC/EPS,cwt,11,4000,52.5,80
HOC/EPS,cwt,12,4000,48.75,80
HOC/EPS,cwt,13,4000,41.25,80
HOC/EPS,cwt,14,4000,53.75,80
HOC/EPS,cwt,15,4000,67.5,80
HOC/EPS,cwt,16,4000,60.0,80
HOC/EPS,cwt,17,4000,60.0,80
HOC/EPS,cwt,18,4000,57.49999999999999,80
